#;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost column while still having the string names/comments and the English original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the colour of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;§W = white text;;;;;;;;;;X
##;§Y = orange text;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
ALLIANCE_ENTENTE1948;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;;;X
DPERSONALITY_YOUNG_KAISER;Crowned in 1922 at the age of 10, Otto I Habsburg is the youngest ruler in Europe. Even though he is a swift learner, most peer still tend to underestimate his abilities. Still, being the Austrian Emperor, his voice is one that must be reckoned with.;Crowned in 1922 at the age of 10, Otto I Habsburg is the youngest ruler in Europe. Even though he is a swift learner, most peer still tend to underestimate his abilities. Still, being the Austrian Emperor, his voice is one that must be reckoned with.;Crowned in 1922 at the age of 10, Otto I Habsburg is the youngest ruler in Europe. Even though he is a swift learner, most peer still tend to underestimate his abilities. Still, being the Austrian Emperor, his voice is one that must be reckoned with.;Crowned in 1922 at the age of 10, Otto I Habsburg is the youngest ruler in Europe. Even though he is a swift learner, most peer still tend to underestimate his abilities. Still, being the Austrian Emperor, his voice is one that must be reckoned with.;Crowned in 1922 at the age of 10, Otto I Habsburg is the youngest ruler in Europe. Even though he is a swift learner, most peer still tend to underestimate his abilities. Still, being the Austrian Emperor, his voice is one that must be reckoned with.;Crowned in 1922 at the age of 10, Otto I Habsburg is the youngest ruler in Europe. Even though he is a swift learner, most peer still tend to underestimate his abilities. Still, being the Austrian Emperor, his voice is one that must be reckoned with.;Crowned in 1922 at the age of 10, Otto I Habsburg is the youngest ruler in Europe. Even though he is a swift learner, most peer still tend to underestimate his abilities. Still, being the Austrian Emperor, his voice is one that must be reckoned with.;Crowned in 1922 at the age of 10, Otto I Habsburg is the youngest ruler in Europe. Even though he is a swift learner, most peer still tend to underestimate his abilities. Still, being the Austrian Emperor, his voice is one that must be reckoned with.;;;X
NPERSONALITY_REVANCHIST_MONARCH;Revanchist Monarch;Revanchist Monarch;Revanchist Monarch;Revanchist Monarch;Revanchist Monarch;Revanchist Monarch;Revanchist Monarch;Revanchist Monarch;;;X
DPERSONALITY_REVANCHIST_MONARCH;The oldest son of exiled king George V, Edward is an ambitious man. His sole obsession - the desire to retake his homeland and avenge his father's defeat in the Weltkrieg - is a cement that rallies the British people around him and will probably make them follow his any order - even the most ruthless one.;The oldest son of exiled king George V, Edward is an ambitious man. His sole obsession - the desire to retake his homeland and avenge his father's defeat in the Weltkrieg - is a cement that rallies the British people around him and will probably make them follow his any order - even the most ruthless one.;The oldest son of exiled king George V, Edward is an ambitious man. His sole obsession - the desire to retake his homeland and avenge his father's defeat in the Weltkrieg - is a cement that rallies the British people around him and will probably make them follow his any order - even the most ruthless one.;The oldest son of exiled king George V, Edward is an ambitious man. His sole obsession - the desire to retake his homeland and avenge his father's defeat in the Weltkrieg - is a cement that rallies the British people around him and will probably make them follow his any order - even the most ruthless one.;The oldest son of exiled king George V, Edward is an ambitious man. His sole obsession - the desire to retake his homeland and avenge his father's defeat in the Weltkrieg - is a cement that rallies the British people around him and will probably make them follow his any order - even the most ruthless one.;The oldest son of exiled king George V, Edward is an ambitious man. His sole obsession - the desire to retake his homeland and avenge his father's defeat in the Weltkrieg - is a cement that rallies the British people around him and will probably make them follow his any order - even the most ruthless one.;The oldest son of exiled king George V, Edward is an ambitious man. His sole obsession - the desire to retake his homeland and avenge his father's defeat in the Weltkrieg - is a cement that rallies the British people around him and will probably make them follow his any order - even the most ruthless one.;The oldest son of exiled king George V, Edward is an ambitious man. His sole obsession - the desire to retake his homeland and avenge his father's defeat in the Weltkrieg - is a cement that rallies the British people around him and will probably make them follow his any order - even the most ruthless one.;;;X
NPERSONALITY_SHOWA_EMPEROR;The Showa Emperor;The Showa Emperor;The Showa Emperor;The Showa Emperor;The Showa Emperor;The Showa Emperor;The Showa Emperor;The Showa Emperor;;;X
DPERSONALITY_SHOWA_EMPEROR;The 124th Japanese Emperor is a calm and modest man, who in usual circumstances would be a competent and effecive statesman. However, due to the Japanese tradition giving the Emperor god-like position within the society, his ability to inspire and influence his people extends far beyond boundries observed in other systems.;The 124th Japanese Emperor is a calm and modest man, who in usual circumstances would be a competent and effecive statesman. However, due to the Japanese tradition giving the Emperor god-like position within the society, his ability to inspire and influence his people extends far beyond boundries observed in other systems.;The 124th Japanese Emperor is a calm and modest man, who in usual circumstances would be a competent and effecive statesman. However, due to the Japanese tradition giving the Emperor god-like position within the society, his ability to inspire and influence his people extends far beyond boundries observed in other systems.;The 124th Japanese Emperor is a calm and modest man, who in usual circumstances would be a competent and effecive statesman. However, due to the Japanese tradition giving the Emperor god-like position within the society, his ability to inspire and influence his people extends far beyond boundries observed in other systems.;The 124th Japanese Emperor is a calm and modest man, who in usual circumstances would be a competent and effecive statesman. However, due to the Japanese tradition giving the Emperor god-like position within the society, his ability to inspire and influence his people extends far beyond boundries observed in other systems.;The 124th Japanese Emperor is a calm and modest man, who in usual circumstances would be a competent and effecive statesman. However, due to the Japanese tradition giving the Emperor god-like position within the society, his ability to inspire and influence his people extends far beyond boundries observed in other systems.;The 124th Japanese Emperor is a calm and modest man, who in usual circumstances would be a competent and effecive statesman. However, due to the Japanese tradition giving the Emperor god-like position within the society, his ability to inspire and influence his people extends far beyond boundries observed in other systems.;The 124th Japanese Emperor is a calm and modest man, who in usual circumstances would be a competent and effecive statesman. However, due to the Japanese tradition giving the Emperor god-like position within the society, his ability to inspire and influence his people extends far beyond boundries observed in other systems.;;;X
NPERSONALITY_CHARMING_PRESIDENT;Charming President;Charming President;Charming President;Charming President;Charming President;Charming President;Charming President;Charming President;;;X
DPERSONALITY_CHARMING_PRESIDENT;An influential figure among Russian aristocrats, Dmitri Pavlovich finds it very easy to manipulate the Russian political scene. A wide net of relations and acquitances also helps him when it comes to international relationships. In internal policy, however, his lack of competence is only barely covered by his charm and personality.;An influential figure among Russian aristocrats, Dmitri Pavlovich finds it very easy to manipulate the Russian political scene. A wide net of relations and acquitances also helps him when it comes to international relationships. In internal policy, however, his lack of competence is only barely covered by his charm and personality.;An influential figure among Russian aristocrats, Dmitri Pavlovich finds it very easy to manipulate the Russian political scene. A wide net of relations and acquitances also helps him when it comes to international relationships. In internal policy, however, his lack of competence is only barely covered by his charm and personality.;An influential figure among Russian aristocrats, Dmitri Pavlovich finds it very easy to manipulate the Russian political scene. A wide net of relations and acquitances also helps him when it comes to international relationships. In internal policy, however, his lack of competence is only barely covered by his charm and personality.;An influential figure among Russian aristocrats, Dmitri Pavlovich finds it very easy to manipulate the Russian political scene. A wide net of relations and acquitances also helps him when it comes to international relationships. In internal policy, however, his lack of competence is only barely covered by his charm and personality.;An influential figure among Russian aristocrats, Dmitri Pavlovich finds it very easy to manipulate the Russian political scene. A wide net of relations and acquitances also helps him when it comes to international relationships. In internal policy, however, his lack of competence is only barely covered by his charm and personality.;An influential figure among Russian aristocrats, Dmitri Pavlovich finds it very easy to manipulate the Russian political scene. A wide net of relations and acquitances also helps him when it comes to international relationships. In internal policy, however, his lack of competence is only barely covered by his charm and personality.;An influential figure among Russian aristocrats, Dmitri Pavlovich finds it very easy to manipulate the Russian political scene. A wide net of relations and acquitances also helps him when it comes to international relationships. In internal policy, however, his lack of competence is only barely covered by his charm and personality.;;;X
NPERSONALITY_ARISTOCRATIC_EMPEROR;Aristocratic Emperor;Aristocratic Emperor;Aristocratic Emperor;Aristocratic Emperor;Aristocratic Emperor;Aristocratic Emperor;Aristocratic Emperor;Aristocratic Emperor;;;X
DPERSONALITY_ARISTOCRATIC_EMPEROR;Numerous connections among the nobility, both Russian and foreign, help Dmitri Romanov establish firm diplomatic relations with foreign courts and governments. His excellent grasp of media also gives him an advantage when it comes to establishing a positive popular image. However, once can barely hide his incompetence in internal matters.;Numerous connections among the nobility, both Russian and foreign, help Dmitri Romanov establish firm diplomatic relations with foreign courts and governments. His excellent grasp of media also gives him an advantage when it comes to establishing a positive popular image. However, once can barely hide his incompetence in internal matters.;Numerous connections among the nobility, both Russian and foreign, help Dmitri Romanov establish firm diplomatic relations with foreign courts and governments. His excellent grasp of media also gives him an advantage when it comes to establishing a positive popular image. However, once can barely hide his incompetence in internal matters.;Numerous connections among the nobility, both Russian and foreign, help Dmitri Romanov establish firm diplomatic relations with foreign courts and governments. His excellent grasp of media also gives him an advantage when it comes to establishing a positive popular image. However, once can barely hide his incompetence in internal matters.;Numerous connections among the nobility, both Russian and foreign, help Dmitri Romanov establish firm diplomatic relations with foreign courts and governments. His excellent grasp of media also gives him an advantage when it comes to establishing a positive popular image. However, once can barely hide his incompetence in internal matters.;Numerous connections among the nobility, both Russian and foreign, help Dmitri Romanov establish firm diplomatic relations with foreign courts and governments. His excellent grasp of media also gives him an advantage when it comes to establishing a positive popular image. However, once can barely hide his incompetence in internal matters.;Numerous connections among the nobility, both Russian and foreign, help Dmitri Romanov establish firm diplomatic relations with foreign courts and governments. His excellent grasp of media also gives him an advantage when it comes to establishing a positive popular image. However, once can barely hide his incompetence in internal matters.;Numerous connections among the nobility, both Russian and foreign, help Dmitri Romanov establish firm diplomatic relations with foreign courts and governments. His excellent grasp of media also gives him an advantage when it comes to establishing a positive popular image. However, once can barely hide his incompetence in internal matters.;;;X
NPERSONALITY_YOUNG_TSAR;Young Tsar;Young Tsar;Young Tsar;Young Tsar;Young Tsar;Young Tsar;Young Tsar;Young Tsar;;;X
DPERSONALITY_YOUNG_TSAR;Only 12 at the moment of his father's death, young Pavel II is very likely to become a puppet at the hands of the regency council. Still, it is obvious that he inherited at least some of his father's charm - which, if combined with a sufficient political capacity, may some day give him a chance for independent rule.;Only 12 at the moment of his father's death, young Pavel II is very likely to become a puppet at the hands of the regency council. Still, it is obvious that he inherited at least some of his father's charm - which, if combined with a sufficient political capacity, may some day give him a chance for independent rule.;Only 12 at the moment of his father's death, young Pavel II is very likely to become a puppet at the hands of the regency council. Still, it is obvious that he inherited at least some of his father's charm - which, if combined with a sufficient political capacity, may some day give him a chance for independent rule.;Only 12 at the moment of his father's death, young Pavel II is very likely to become a puppet at the hands of the regency council. Still, it is obvious that he inherited at least some of his father's charm - which, if combined with a sufficient political capacity, may some day give him a chance for independent rule.;Only 12 at the moment of his father's death, young Pavel II is very likely to become a puppet at the hands of the regency council. Still, it is obvious that he inherited at least some of his father's charm - which, if combined with a sufficient political capacity, may some day give him a chance for independent rule.;Only 12 at the moment of his father's death, young Pavel II is very likely to become a puppet at the hands of the regency council. Still, it is obvious that he inherited at least some of his father's charm - which, if combined with a sufficient political capacity, may some day give him a chance for independent rule.;Only 12 at the moment of his father's death, young Pavel II is very likely to become a puppet at the hands of the regency council. Still, it is obvious that he inherited at least some of his father's charm - which, if combined with a sufficient political capacity, may some day give him a chance for independent rule.;Only 12 at the moment of his father's death, young Pavel II is very likely to become a puppet at the hands of the regency council. Still, it is obvious that he inherited at least some of his father's charm - which, if combined with a sufficient political capacity, may some day give him a chance for independent rule.;;;X
NPERSONALITY_RESTORED_AUTOCRAT;Restored Autocrat;Restored Autocrat;Restored Autocrat;Restored Autocrat;Restored Autocrat;Restored Autocrat;Restored Autocrat;Restored Autocrat;;;X
DPERSONALITY_RESTORED_AUTOCRAT;With autocracy restored after two decades of republican rule, emperor Kyril is perhaps the last Romanov to uphold the traditional image of a strong, decisive autocrat. While the Russian people hope for the years of anarchy come to an end, the international arena observes the situation with suspicion, fearing a restored, possibly aggressive tsardom.;With autocracy restored after two decades of republican rule, emperor Kyril is perhaps the last Romanov to uphold the traditional image of a strong, decisive autocrat. While the Russian people hope for the years of anarchy come to an end, the international arena observes the situation with suspicion, fearing a restored, possibly aggressive tsardom.;With autocracy restored after two decades of republican rule, emperor Kyril is perhaps the last Romanov to uphold the traditional image of a strong, decisive autocrat. While the Russian people hope for the years of anarchy come to an end, the international arena observes the situation with suspicion, fearing a restored, possibly aggressive tsardom.;With autocracy restored after two decades of republican rule, emperor Kyril is perhaps the last Romanov to uphold the traditional image of a strong, decisive autocrat. While the Russian people hope for the years of anarchy come to an end, the international arena observes the situation with suspicion, fearing a restored, possibly aggressive tsardom.;With autocracy restored after two decades of republican rule, emperor Kyril is perhaps the last Romanov to uphold the traditional image of a strong, decisive autocrat. While the Russian people hope for the years of anarchy come to an end, the international arena observes the situation with suspicion, fearing a restored, possibly aggressive tsardom.;With autocracy restored after two decades of republican rule, emperor Kyril is perhaps the last Romanov to uphold the traditional image of a strong, decisive autocrat. While the Russian people hope for the years of anarchy come to an end, the international arena observes the situation with suspicion, fearing a restored, possibly aggressive tsardom.;With autocracy restored after two decades of republican rule, emperor Kyril is perhaps the last Romanov to uphold the traditional image of a strong, decisive autocrat. While the Russian people hope for the years of anarchy come to an end, the international arena observes the situation with suspicion, fearing a restored, possibly aggressive tsardom.;With autocracy restored after two decades of republican rule, emperor Kyril is perhaps the last Romanov to uphold the traditional image of a strong, decisive autocrat. While the Russian people hope for the years of anarchy come to an end, the international arena observes the situation with suspicion, fearing a restored, possibly aggressive tsardom.;;;X
