##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;;;;x
PROV299;Bacau;Bacau;Bacau;Bacau;Bacau;Bacau;;;;;X
PROV300;Cernauti;Cernauti;Cernauti;Cernauti;Cernauti;Cernauti;;;;;X
PROV301;Suceava;Suceava;Suceava;Suceava;Suceava;Suceava;;;;;X
PROV302;Hotin;Hotin;Hotin;Hotin;Hotin;Hotin;;;;;X
PROV303;Balti;Balti;Balti;Balti;Balti;Balti;;;;;X
PROV304;Chisinau;Chisinau;Chisinau;Chisinau;Chisinau;Chisinau;;;;;X
PROV305;Cahul;Cahul;Cahul;Cahul;Cahul;Cahul;;;;;X
PROV306;Ismail;Ismail;Ismail;Ismail;Ismail;Ismail;;;;;X
PROV307;Dobrich;Dobrich;Dobrich;Dobrich;Dobrich;Dobrich;;;;;X
PROV308;Giurgiu;Giurgiu;Giurgiu;Giurgiu;Giurgiu;Giurgiu;;;;;X
PROV309;Braila;Braila;Braila;Braila;Braila;Braila;;;;;X
PROV310;Constanta;Constanta;Constanta;Constanta;Constanta;Constanta;;;;;X
PROV311;Ploesti;Ploesti;Ploesti;Ploesti;Ploesti;Ploesti;;;;;X
PROV312;Turnu Severin;Turnu Severin;Turnu Severin;Turnu Severin;Turnu Severin;Turnu Severin;;;;;X
PROV313;Sulina;Sulina;Sulina;Sulina;Sulina;Sulina;;;;;X
PROV314;Calarasi;Calarasi;Calarasi;Calarasi;Calarasi;Calarasi;;;;;X
PROV315;Craiova;Craiova;Craiova;Craiova;Craiova;Craiova;;;;;X
PROV316;Bucharest;Bucharest;Bucharest;Bucharest;Bucharest;Bucharest;;;;;X
PROV317;Ruse;Ruse;Ruse;Ruse;Ruse;Ruse;;;;;X
PROV318;Vidin;Vidin;Vidin;Vidin;Vidin;Vidin;;;;;X
PROV319;Haskovo;Haskovo;Haskovo;Haskovo;Haskovo;Haskovo;;;;;X
PROV320;Gorna Dzumaja;Gorna Dzumaja;Gorna Dzumaja;Gorna Dzumaja;Gorna Dzumaja;Gorna Dzumaja;;;;;X
PROV321;Sofia;Sofia;Sofia;Sofia;Sofia;Sofia;;;;;X
PROV322;Gabrovo;Gabrovo;Gabrovo;Gabrovo;Gabrovo;Gabrovo;;;;;X
PROV323;Pleven;Pleven;Pleven;Pleven;Pleven;Pleven;;;;;X
PROV324;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Plovdiv;;;;;X
PROV325;Burgas;Burgas;Burgas;Burgas;Burgas;Burgas;;;;;X
PROV326;Varna;Varna;Varna;Varna;Varna;Varna;;;;;X
PROV327;Krusevac;Krusevac;Krusevac;Krusevac;Krusevac;Krusevac;;;;;X
PROV328;Kumanovo;Kumanovo;Kumanovo;Kumanovo;Kumanovo;Kumanovo;;;;;X
PROV329;Pristina;Pristina;Pristina;Pristina;Pristina;Pristina;;;;;X
PROV330;Nis;Nis;Nis;Nis;Nis;Nis;;;;;X
PROV331;Pirot;Pirot;Pirot;Pirot;Pirot;Pirot;;;;;X
PROV332;Cetinje;Cetinje;Cetinje;Cetinje;Cetinje;Cetinje;;;;;X
PROV333;Skopje;Skopje;Skopje;Skopje;Skopje;Skopje;;;;;X
PROV334;Tetovo;Tetovo;Tetovo;Tetovo;Tetovo;Tetovo;;;;;X
PROV335;Prijepolje;Prijepolje;Prijepolje;Prijepolje;Prijepolje;Prijepolje;;;;;X
PROV336;Petrovgrad;Petrovgrad;Petrovgrad;Petrovgrad;Petrovgrad;Petrovgrad;;;;;X
PROV337;Ruma;Ruma;Ruma;Ruma;Ruma;Ruma;;;;;X
PROV338;Belgrade;Belgrade;Belgrade;Belgrade;Belgrade;Belgrade;;;;;X
PROV339;Bor;Bor;Bor;Bor;Bor;Bor;;;;;X
PROV340;Sabac;Sabac;Sabac;Sabac;Sabac;Sabac;;;;;X
PROV341;Novi Sad;Novi Sad;Novi Sad;Novi Sad;Novi Sad;Novi Sad;;;;;X
PROV342;Uzice;Uzice;Uzice;Uzice;Uzice;Uzice;;;;;X
PROV343;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;;;;;X
PROV344;Osijek;Osijek;Osijek;Osijek;Osijek;Osijek;;;;;X
PROV345;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Bjelovar;;;;;X
PROV346;Maribor;Maribor;Maribor;Maribor;Maribor;Maribor;;;;;X
PROV347;Karlovac;Karlovac;Karlovac;Karlovac;Karlovac;Karlovac;;;;;X
PROV348;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;;;;;X
PROV349;Ljubljana;Ljubljana;Ljubljana;Ljubljana;Ljubljana;Ljubljana;;;;;X
PROV350;Split;Split;Split;Split;Split;Split;;;;;X
PROV351;Knin;Knin;Knin;Knin;Knin;Knin;;;;;X
PROV352;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;;;;;X
PROV353;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;;;;;X
PROV354;Tuzla;Tuzla;Tuzla;Tuzla;Tuzla;Tuzla;;;;;X
PROV355;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Sarajevo;;;;;X
PROV356;Mostar;Mostar;Mostar;Mostar;Mostar;Mostar;;;;;X
PROV357;Bihac;Bihac;Bihac;Bihac;Bihac;Bihac;;;;;X
PROV358;Travnik;Travnik;Travnik;Travnik;Travnik;Travnik;;;;;X
PROV359;Tirane;Tirane;Tirane;Tirane;Tirane;Tirane;;;;;X
PROV360;Korce;Korce;Korce;Korce;Korce;Korce;;;;;X
PROV361;Shkoder;Shkoder;Shkoder;Shkoder;Shkoder;Shkoder;;;;;X
PROV362;Vlore;Vlore;Vlore;Vlore;Vlore;Vlore;;;;;X
PROV363;Xanthi;Xanthi;Xanthi;Xanthi;Xanthi;Xanthi;;;;;X
PROV364;Kavala;Kavala;Kavala;Kavala;Kavala;Kavala;;;;;X
PROV365;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;;;;;X
PROV366;Kozani;Kozani;Kozani;Kozani;Kozani;Kozani;;;;;X
PROV367;Ioannina;Ioannina;Ioannina;Ioannina;Ioannina;Ioannina;;;;;X
PROV368;Larissa;Larissa;Larissa;Larissa;Larissa;Larissa;;;;;X
PROV369;Metsovo;Metsovo;Metsovo;Metsovo;Metsovo;Metsovo;;;;;X
PROV370;Alexandroupoli;Alexandroupoli;Alexandroupoli;Alexandroupoli;Alexandroupoli;Alexandroupoli;;;;;X
PROV371;Kerkyra;Kerkyra;Kerkyra;Kerkyra;Kerkyra;Kerkyra;;;;;X
PROV372;Patra;Patra;Patra;Patra;Patra;Patra;;;;;X
PROV373;Corinth;Corinth;Corinth;Corinth;Corinth;Corinth;;;;;X
PROV374;Halkida;Halkida;Halkida;Halkida;Halkida;Halkida;;;;;X
PROV375;Levadhia;Levadhia;Levadhia;Levadhia;Levadhia;Levadhia;;;;;X
PROV376;Agrinion;Agrinion;Agrinion;Agrinion;Agrinion;Agrinion;;;;;X
PROV377;Athens;Athens;Athens;Athens;Athens;Athens;;;;;X
PROV378;Kalymnos;Kalymnos;Kalymnos;Kalymnos;Kalymnos;Kalymnos;;;;;X
PROV379;Rodos;Rodos;Rodos;Rodos;Rodos;Rodos;;;;;X
PROV380;Sitia;Sitia;Sitia;Sitia;Sitia;Sitia;;;;;X
PROV381;Ermoupoli;Ermoupoli;Ermoupoli;Ermoupoli;Ermoupoli;Ermoupoli;;;;;X
PROV382;Irakleio;Irakleio;Irakleio;Irakleio;Irakleio;Irakleio;;;;;X
PROV383;Mytilini;Mytilini;Mytilini;Mytilini;Mytilini;Mytilini;;;;;X
PROV384;Gelibolu;Gelibolu;Gelibolu;Gelibolu;Gelibolu;Gelibolu;;;;;X
PROV385;Edirne;Edirne;Edirne;Edirne;Edirne;Edirne;;;;;X
PROV386;Kars;Kars;Kars;Kars;Kars;Kars;;;;;X
PROV387;Gazimagusa;Gazimagusa;Gazimagusa;Gazimagusa;Gazimagusa;Gazimagusa;;;;;X
PROV388;Lefkosia;Lefkosia;Lefkosia;Lefkosia;Lefkosia;Lefkosia;;;;;X
PROV389;Zurich;Zurich;Zurich;Zurich;Zurich;Zurich;;;;;X
PROV390;Lugano;Lugano;Lugano;Lugano;Lugano;Lugano;;;;;X
PROV391;Geneva;Geneva;Geneva;Geneva;Geneva;Geneva;;;;;X
PROV392;Bern;Bern;Bern;Bern;Bern;Bern;;;;;X
PROV393;Brescia;Brescia;Brescia;Brescia;Brescia;Brescia;;;;;X
PROV394;Belluno;Belluno;Belluno;Belluno;Belluno;Belluno;;;;;X
PROV395;Bergamo;Bergamo;Bergamo;Bergamo;Bergamo;Bergamo;;;;;X
PROV396;Genoa;Genoa;Genoa;Genoa;Genoa;Genoa;;;;;X
PROV397;Sea of Marmara;Sea of Marmara;Sea of Marmara;Sea of Marmara;Sea of Marmara;Sea of Marmara;;;;;X
PROV398;Turin;Turin;Turin;Turin;Turin;Turin;;;;;X
PROV399;Alessandria;Alessandria;Alessandria;Alessandria;Alessandria;Alessandria;;;;;X
PROV400;Venice;Venice;Venice;Venice;Venice;Venice;;;;;X
PROV401;Trento;Trento;Trento;Trento;Trento;Trento;;;;;X
PROV402;Bolzano;Bolzano;Bolzano;Bolzano;Bolzano;Bolzano;;;;;X
PROV403;Capodistria;Capodistria;Capodistria;Capodistria;Capodistria;Capodistria;;;;;X
PROV404;Trieste;Trieste;Trieste;Trieste;Trieste;Trieste;;;;;X
PROV405;Udine;Udine;Udine;Udine;Udine;Udine;;;;;X
PROV406;Pola;Pola;Pola;Pola;Pola;Pola;;;;;X
PROV407;Milan;Milan;Milan;Milan;Milan;Milan;;;;;X
PROV408;Parma;Parma;Parma;Parma;Parma;Parma;;;;;X
PROV409;Istanbul;Istanbul;Istanbul;Istanbul;Istanbul;Istanbul;;;;;X
PROV410;Florence;Florence;Florence;Florence;Florence;Florence;;;;;X
PROV411;Bologna;Bologna;Bologna;Bologna;Bologna;Bologna;;;;;X
PROV412;Ancona;Ancona;Ancona;Ancona;Ancona;Ancona;;;;;X
PROV413;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;;;;;X
PROV414;Perugia;Perugia;Perugia;Perugia;Perugia;Perugia;;;;;X
PROV415;Pescara;Pescara;Pescara;Pescara;Pescara;Pescara;;;;;X
PROV416;Anzio;Anzio;Anzio;Anzio;Anzio;Anzio;;;;;X
PROV417;Cassino;Cassino;Cassino;Cassino;Cassino;Cassino;;;;;X
PROV418;Gaeta;Gaeta;Gaeta;Gaeta;Gaeta;Gaeta;;;;;X
PROV419;Rome;Rome;Rome;Rome;Rome;Rome;;;;;X
PROV420;Foggia;Foggia;Foggia;Foggia;Foggia;Foggia;;;;;X
PROV421;Naples;Naples;Naples;Naples;Naples;Naples;;;;;X
PROV422;Taranto;Taranto;Taranto;Taranto;Taranto;Taranto;;;;;X
PROV423;Campobasso;Campobasso;Campobasso;Campobasso;Campobasso;Campobasso;;;;;X
PROV424;Potenza;Potenza;Potenza;Potenza;Potenza;Potenza;;;;;X
PROV425;Reggio Calabria;Reggio Calabria;Reggio Calabria;Reggio Calabria;Reggio Calabria;Reggio Calabria;;;;;X
PROV426;Bari;Bari;Bari;Bari;Bari;Bari;;;;;X
PROV427;Salerno;Salerno;Salerno;Salerno;Salerno;Salerno;;;;;X
PROV428;Cosenza;Cosenza;Cosenza;Cosenza;Cosenza;Cosenza;;;;;X
PROV429;Malta;Malta;Malta;Malta;Malta;Malta;;;;;X
PROV430;Palermo;Palermo;Palermo;Palermo;Palermo;Palermo;;;;;X
PROV431;Messina;Messina;Messina;Messina;Messina;Messina;;;;;X
PROV432;Catania;Catania;Catania;Catania;Catania;Catania;;;;;X
PROV433;Siracuse;Siracuse;Siracuse;Siracuse;Siracuse;Siracuse;;;;;X
PROV434;Cagliari;Cagliari;Cagliari;Cagliari;Cagliari;Cagliari;;;;;X
PROV435;Sassari;Sassari;Sassari;Sassari;Sassari;Sassari;;;;;X
PROV436;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;;;;;X
PROV437;Gerona;Gerona;Gerona;Gerona;Gerona;Gerona;;;;;X
PROV438;Huesca;Huesca;Huesca;Huesca;Huesca;Huesca;;;;;X
PROV439;Lerida;Lerida;Lerida;Lerida;Lerida;Lerida;;;;;X
PROV440;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;;;;;X
PROV441;La Coruna;La Coruna;La Coruna;La Coruna;La Coruna;La Coruna;;;;;X
PROV442;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Zaragoza;;;;;X
PROV443;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;;;;;X
PROV444;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;;;;;X
PROV445;Santander;Santander;Santander;Santander;Santander;Santander;;;;;X
PROV446;Pamplona;Pamplona;Pamplona;Pamplona;Pamplona;Pamplona;;;;;X
PROV447;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;;;;;X
PROV448;Leon;Leon;Leon;Leon;Leon;Leon;;;;;X
PROV449;Vigo;Vigo;Vigo;Vigo;Vigo;Vigo;;;;;X
PROV450;Plasencia;Plasencia;Plasencia;Plasencia;Plasencia;Plasencia;;;;;X
PROV451;Burgos;Burgos;Burgos;Burgos;Burgos;Burgos;;;;;X
PROV452;Segovia;Segovia;Segovia;Segovia;Segovia;Segovia;;;;;X
PROV453;Caceres;Caceres;Caceres;Caceres;Caceres;Caceres;;;;;X
PROV454;Tarancon;Tarancon;Tarancon;Tarancon;Tarancon;Tarancon;;;;;X
PROV455;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;;;;;X
PROV456;Soria;Soria;Soria;Soria;Soria;Soria;;;;;X
PROV457;Toledo;Toledo;Toledo;Toledo;Toledo;Toledo;;;;;X
PROV458;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;;;;;X
PROV459;Teruel;Teruel;Teruel;Teruel;Teruel;Teruel;;;;;X
PROV460;Madrid;Madrid;Madrid;Madrid;Madrid;Madrid;;;;;X
PROV461;Castellon de la Plana;Castellon de la Plana;Castellon de la Plana;Castellon de la Plana;Castellon de la Plana;Castellon de la Plana;;;;;X
PROV462;Alicante;Alicante;Alicante;Alicante;Alicante;Alicante;;;;;X
PROV463;Murcia;Murcia;Murcia;Murcia;Murcia;Murcia;;;;;X
PROV464;Valencia;Valencia;Valencia;Valencia;Valencia;Valencia;;;;;X
PROV465;Albacete;Albacete;Albacete;Albacete;Albacete;Albacete;;;;;X
PROV466;Jaen;Jaen;Jaen;Jaen;Jaen;Jaen;;;;;X
PROV467;Cordoba;Cordoba;Cordoba;Cordoba;Cordoba;Cordoba;;;;;X
PROV468;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;;;;;X
PROV469;Almeria;Almeria;Almeria;Almeria;Almeria;Almeria;;;;;X
PROV470;Granada;Granada;Granada;Granada;Granada;Granada;;;;;X
PROV471;Malaga;Malaga;Malaga;Malaga;Malaga;Malaga;;;;;X
PROV472;Huelva;Huelva;Huelva;Huelva;Huelva;Huelva;;;;;X
PROV473;Cadiz;Cadiz;Cadiz;Cadiz;Cadiz;Cadiz;;;;;X
PROV474;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;;;;;X
PROV475;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;;;;;X
PROV476;Lisbon;Lisbon;Lisbon;Lisbon;Lisbon;Lisbon;;;;;X
PROV477;Setúbal;Setúbal;Setúbal;Setúbal;Setúbal;Setúbal;;;;;X
PROV478;Bajah;Bajah;Bajah;Bajah;Bajah;Bajah;;;;;X
PROV479;Coimbra;Coimbra;Coimbra;Coimbra;Coimbra;Coimbra;;;;;X
PROV480;Evora;Evora;Evora;Evora;Evora;Evora;;;;;X
PROV481;Porto;Porto;Porto;Porto;Porto;Porto;;;;;X
PROV482;Covilha;Covilha;Covilha;Covilha;Covilha;Covilha;;;;;X
PROV483;Oslo;Oslo;Oslo;Oslo;Oslo;Oslo;;;;;X
PROV484;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;;;;;X
PROV485;Kristiansand;Kristiansand;Kristiansand;Kristiansand;Kristiansand;Kristiansand;;;;;X
PROV486;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;;;;;X
PROV487;Stavanger;Stavanger;Stavanger;Stavanger;Stavanger;Stavanger;;;;;X
PROV488;Bergen;Bergen;Bergen;Bergen;Bergen;Bergen;;;;;X
PROV489;Hamar;Hamar;Hamar;Hamar;Hamar;Hamar;;;;;X
PROV490;Andalsnes;Andalsnes;Andalsnes;Andalsnes;Andalsnes;Andalsnes;;;;;X
PROV491;Alesund;Alesund;Alesund;Alesund;Alesund;Alesund;;;;;X
PROV492;Lillehammer;Lillehammer;Lillehammer;Lillehammer;Lillehammer;Lillehammer;;;;;X
PROV493;Trondheim;Trondheim;Trondheim;Trondheim;Trondheim;Trondheim;;;;;X
PROV494;Bodo;Bodo;Bodo;Bodo;Bodo;Bodo;;;;;X
PROV495;Narvik;Narvik;Narvik;Narvik;Narvik;Narvik;;;;;X
PROV496;Alta;Alta;Alta;Alta;Alta;Alta;;;;;X
PROV497;Tromso;Tromso;Tromso;Tromso;Tromso;Tromso;;;;;X
PROV498;Pavlodar;Pavlodar;Pavlodar;Pavlodar;Pavlodar;Pavlodar;;;;;X
PROV499;Ekibastuz;Ekibastuz;Ekibastuz;Ekibastuz;Ekibastuz;Ekibastuz;;;;;X
PROV500;Balkhash;Balkhash;Balkhash;Balkhash;Balkhash;Balkhash;;;;;X
PROV501;Kokchetav;Kokchetav;Kokchetav;Kokchetav;Kokchetav;Kokchetav;;;;;X
PROV502;Akmolinsk;Akmolinsk;Akmolinsk;Akmolinsk;Akmolinsk;Akmolinsk;;;;;X
PROV503;Karaganda;Karaganda;Karaganda;Karaganda;Karaganda;Karaganda;;;;;X
PROV504;Alma-Ata;Alma-Ata;Alma-Ata;Alma-Ata;Alma-Ata;Alma-Ata;;;;;X
PROV505;Sar;Sar;Sar;Sar;Sar;Sar;;;;;X
PROV506;Taldy-Kurgan;Taldy-Kurgan;Taldy-Kurgan;Taldy-Kurgan;Taldy-Kurgan;Taldy-Kurgan;;;;;X
PROV507;Ust-Kamenogorsk;Ust-Kamenogorsk;Ust-Kamenogorsk;Ust-Kamenogorsk;Ust-Kamenogorsk;Ust-Kamenogorsk;;;;;X
PROV508;Lake Erie;Lake Erie;Lake Erie;Lake Erie;Lake Erie;Lake Erie;;;;;X
PROV509;Lake Michigan;Lake Michigan;Lake Michigan;Lake Michigan;Lake Michigan;Lake Michigan;;;;;X
PROV510;Lake Huron;Lake Huron;Lake Huron;Lake Huron;Lake Huron;Lake Huron;;;;;X
PROV511;Enontekio;Enontekio;Enontekio;Enontekio;Enontekio;Enontekio;;;;;X
PROV512;Pori;Pori;Pori;Pori;Pori;Pori;;;;;X
PROV513;Inari;Inari;Inari;Inari;Inari;Inari;;;;;X
PROV514;Kemijami;Kemijami;Kemijami;Kemijami;Kemijami;Kemijami;;;;;X
PROV515;Rovaniemi;Rovaniemi;Rovaniemi;Rovaniemi;Rovaniemi;Rovaniemi;;;;;X
PROV516;Tornio;Tornio;Tornio;Tornio;Tornio;Tornio;;;;;X
PROV517;Petsamo;Petsamo;Petsamo;Petsamo;Petsamo;Petsamo;;;;;X
PROV518;Suomussalmi;Suomussalmi;Suomussalmi;Suomussalmi;Suomussalmi;Suomussalmi;;;;;X
PROV519;Salla;Salla;Salla;Salla;Salla;Salla;;;;;X
PROV520;Oulu;Oulu;Oulu;Oulu;Oulu;Oulu;;;;;X
PROV521;Vaasa;Vaasa;Vaasa;Vaasa;Vaasa;Vaasa;;;;;X
PROV522;Kuopio;Kuopio;Kuopio;Kuopio;Kuopio;Kuopio;;;;;X
PROV523;Kajaani;Kajaani;Kajaani;Kajaani;Kajaani;Kajaani;;;;;X
PROV524;Turku;Turku;Turku;Turku;Turku;Turku;;;;;X
PROV525;Helsinki;Helsinki;Helsinki;Helsinki;Helsinki;Helsinki;;;;;X
PROV526;Ahvenanmaa;Ahvenanmaa;Ahvenanmaa;Ahvenanmaa;Ahvenanmaa;Ahvenanmaa;;;;;X
PROV527;Tampere;Tampere;Tampere;Tampere;Tampere;Tampere;;;;;X
PROV528;Mikkeli;Mikkeli;Mikkeli;Mikkeli;Mikkeli;Mikkeli;;;;;X
PROV529;Kouvola;Kouvola;Kouvola;Kouvola;Kouvola;Kouvola;;;;;X
PROV530;Terijoki;Terijoki;Terijoki;Terijoki;Terijoki;Terijoki;;;;;X
PROV531;Viipuri;Viipuri;Viipuri;Viipuri;Viipuri;Viipuri;;;;;X
PROV532;Sortavala;Sortavala;Sortavala;Sortavala;Sortavala;Sortavala;;;;;X
PROV533;Joensuu;Joensuu;Joensuu;Joensuu;Joensuu;Joensuu;;;;;X
PROV534;Kola;Kola;Kola;Kola;Kola;Kola;;;;;X
PROV535;Murmansk;Murmansk;Murmansk;Murmansk;Murmansk;Murmansk;;;;;X
PROV536;Kandalaksha;Kandalaksha;Kandalaksha;Kandalaksha;Kandalaksha;Kandalaksha;;;;;X
PROV537;Kem;Kem;Kem;Kem;Kem;Kem;;;;;X
PROV538;Segezha;Segezha;Segezha;Segezha;Segezha;Segezha;;;;;X
PROV539;Petrozavodsk;Petrozavodsk;Petrozavodsk;Petrozavodsk;Petrozavodsk;Petrozavodsk;;;;;X
PROV540;Kestenga;Kestenga;Kestenga;Kestenga;Kestenga;Kestenga;;;;;X
PROV541;Belomorsk;Belomorsk;Belomorsk;Belomorsk;Belomorsk;Belomorsk;;;;;X
PROV542;Arkhangelsk;Arkhangelsk;Arkhangelsk;Arkhangelsk;Arkhangelsk;Arkhangelsk;;;;;X
PROV543;Totma;Totma;Totma;Totma;Totma;Totma;;;;;X
PROV544;Kichmensky Gorodok;Kichmensky Gorodok;Kichmensky Gorodok;Kichmensky Gorodok;Kichmensky Gorodok;Kichmensky Gorodok;;;;;X
PROV545;Velsk;Velsk;Velsk;Velsk;Velsk;Velsk;;;;;X
PROV546;Molotovsk;Molotovsk;Molotovsk;Molotovsk;Molotovsk;Molotovsk;;;;;X
PROV547;Kirillov;Kirillov;Kirillov;Kirillov;Kirillov;Kirillov;;;;;X
PROV548;Volodga;Volodga;Volodga;Volodga;Volodga;Volodga;;;;;X
PROV549;Luga;Luga;Luga;Luga;Luga;Luga;;;;;X
PROV550;Kingisepp;Kingisepp;Kingisepp;Kingisepp;Kingisepp;Kingisepp;;;;;X
PROV551;Krasnogvardeysk;Krasnogvardeysk;Krasnogvardeysk;Krasnogvardeysk;Krasnogvardeysk;Krasnogvardeysk;;;;;X
PROV552;Gdov;Gdov;Gdov;Gdov;Gdov;Gdov;;;;;X
PROV553;St. Petersburg;St. Petersburg;St. Petersburg;St. Petersburg;St. Petersburg;St. Petersburg;;;;;X
PROV554;Kimry;Kimry;Kimry;Kimry;Kimry;Kimry;;;;;X
PROV555;Cherepovets;Cherepovets;Cherepovets;Cherepovets;Cherepovets;Cherepovets;;;;;X
PROV556;Vytegra;Vytegra;Vytegra;Vytegra;Vytegra;Vytegra;;;;;X
PROV557;Tikhvin;Tikhvin;Tikhvin;Tikhvin;Tikhvin;Tikhvin;;;;;X
PROV558;Rzhev;Rzhev;Rzhev;Rzhev;Rzhev;Rzhev;;;;;X
PROV559;Borovichi;Borovichi;Borovichi;Borovichi;Borovichi;Borovichi;;;;;X
PROV560;Novgorod;Novgorod;Novgorod;Novgorod;Novgorod;Novgorod;;;;;X
PROV561;Staraya Russa;Staraya Russa;Staraya Russa;Staraya Russa;Staraya Russa;Staraya Russa;;;;;X
PROV562;Kirishi;Kirishi;Kirishi;Kirishi;Kirishi;Kirishi;;;;;X
PROV563;Torzhok;Torzhok;Torzhok;Torzhok;Torzhok;Torzhok;;;;;X
PROV564;Opochka;Opochka;Opochka;Opochka;Opochka;Opochka;;;;;X
PROV565;Dno;Dno;Dno;Dno;Dno;Dno;;;;;X
PROV566;Pskov;Pskov;Pskov;Pskov;Pskov;Pskov;;;;;X
PROV567;Serpukhov;Serpukhov;Serpukhov;Serpukhov;Serpukhov;Serpukhov;;;;;X
PROV568;Solnechnogorsk;Solnechnogorsk;Solnechnogorsk;Solnechnogorsk;Solnechnogorsk;Solnechnogorsk;;;;;X
PROV569;Kalinin;Kalinin;Kalinin;Kalinin;Kalinin;Kalinin;;;;;X
PROV570;Zagorsk;Zagorsk;Zagorsk;Zagorsk;Zagorsk;Zagorsk;;;;;X
PROV571;Orekhovo-Zuyevo;Orekhovo-Zuyevo;Orekhovo-Zuyevo;Orekhovo-Zuyevo;Orekhovo-Zuyevo;Orekhovo-Zuyevo;;;;;X
PROV572;Moscow;Moscow;Moscow;Moscow;Moscow;Moscow;;;;;X
PROV573;Velikiye Luki;Velikiye Luki;Velikiye Luki;Velikiye Luki;Velikiye Luki;Velikiye Luki;;;;;X
PROV574;Vyazma;Vyazma;Vyazma;Vyazma;Vyazma;Vyazma;;;;;X
PROV575;Safonovo;Safonovo;Safonovo;Safonovo;Safonovo;Safonovo;;;;;X
PROV576;Kaluga;Kaluga;Kaluga;Kaluga;Kaluga;Kaluga;;;;;X
PROV577;Nelidovo;Nelidovo;Nelidovo;Nelidovo;Nelidovo;Nelidovo;;;;;X
PROV578;Sasovo;Sasovo;Sasovo;Sasovo;Sasovo;Sasovo;;;;;X
PROV579;Ryazan;Ryazan;Ryazan;Ryazan;Ryazan;Ryazan;;;;;X
PROV580;Yelets;Yelets;Yelets;Yelets;Yelets;Yelets;;;;;X
PROV581;Oryol;Oryol;Oryol;Oryol;Oryol;Oryol;;;;;X
PROV582;Livny;Livny;Livny;Livny;Livny;Livny;;;;;X
PROV583;Efremov;Efremov;Efremov;Efremov;Efremov;Efremov;;;;;X
PROV584;Tula;Tula;Tula;Tula;Tula;Tula;;;;;X
PROV585;Kozelsk;Kozelsk;Kozelsk;Kozelsk;Kozelsk;Kozelsk;;;;;X
PROV586;Roslavl;Roslavl;Roslavl;Roslavl;Roslavl;Roslavl;;;;;X
PROV587;Klintsy;Klintsy;Klintsy;Klintsy;Klintsy;Klintsy;;;;;X
PROV588;Bryansk;Bryansk;Bryansk;Bryansk;Bryansk;Bryansk;;;;;X
PROV589;Smolensk;Smolensk;Smolensk;Smolensk;Smolensk;Smolensk;;;;;X
PROV590;Vitebsk;Vitebsk;Vitebsk;Vitebsk;Vitebsk;Vitebsk;;;;;X
PROV591;Orsha;Orsha;Orsha;Orsha;Orsha;Orsha;;;;;X
PROV592;Borisov;Borisov;Borisov;Borisov;Borisov;Borisov;;;;;X
PROV593;Polotsk;Polotsk;Polotsk;Polotsk;Polotsk;Polotsk;;;;;X
PROV594;Bobruisk;Bobruisk;Bobruisk;Bobruisk;Bobruisk;Bobruisk;;;;;X
PROV595;Mozyr;Mozyr;Mozyr;Mozyr;Mozyr;Mozyr;;;;;X
PROV596;Slutsk;Slutsk;Slutsk;Slutsk;Slutsk;Slutsk;;;;;X
PROV597;Luban;Luban;Luban;Luban;Luban;Luban;;;;;X
PROV598;Rechytsa;Rechytsa;Rechytsa;Rechytsa;Rechytsa;Rechytsa;;;;;X
PROV599;Minsk;Minsk;Minsk;Minsk;Minsk;Minsk;;;;;X
PROV600;Mogilev;Mogilev;Mogilev;Mogilev;Mogilev;Mogilev;;;;;X
