##;HEARTS OF IRON!;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X,
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X,
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X,
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X,
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X,
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost column while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X,
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;NOTES TO TRANSLATORS:;;;;;;;;;;X,
##;=====================;;;;;;;;;;X,
##;;;;;;;;;;;X,,,,,
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X,,,
##;2) '%d' is for indicating where another integer value is inserted, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places. ('%.1f' is used in exactly the same way but for non-integer values ?  '%c%d' is used for values that are displayed with a '+' or '-' sign in front, DO NOT CHANGE, ADD, OR REMOVE!);;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X,,,,
##;4) The characters '#' (hashmark), semicolon, '%' (percentage sign), '?' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes ? this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X,
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X,,,,
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X,,,,
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X,,,,
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X,,,,
##;§W = white text;;;;;;;;;;X,,,,,
##;§Y = orange text;;;;;;;;;;X,,,,,
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X,,
##;9) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string) ? however you will notice once the translation is inserted that space IS limited in quite a few areas? so be brief, and try not to use words that are considerably longer than the english original.;;;;;;;;;;X,,
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X,,,,,
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X,,,,,
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not not exported into the actual text database file);;;;;;;;;;X,,,,
##;;;;;;;;;;;X,
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X,
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X,
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X,
METAL_DRO;We are currently producing %.2f metal each day.\nOur industries require %.2f metal daily to work at maximum capacity.;Production quotidienne d'acier: %.2f.\nConsommation journalière de nos industries (pour tourner à 100 pour cent): %.2f.;Al momento, produciamo %.2f di acciaio al giorno.\nPer funzionare a pieno regime, le nostre industrie necessitano di %.2f di acciaio al giorno.;Producimos %.2f de metal cada día.\nNuestras industrias necesitan %.2f de metal al día para trabajar a pleno rendimiento.;Wir produzieren momentan täglich%.2f Metall.\nUnsere Industrien benötigen täglich %.2f Metall, um mit maximaler Leistung zu arbeiten.;Produkujemy %.2f stali dziennie. Nasz przemys³ wymaga %.2f do pracy z maksymaln¹ wydajnoœci¹.;;;;;x,,,,,
RARE_MATERIALS_DRO;We are currently producing %.2f rare materials each day.\nOur industries require %.2f rare materials daily to work at maximum capacity.\nIf we lack rare materials, oil will be converted at a %.2f ratio;Production quotidienne de matériaux précieux: %.2f.\nConsommation journalière de nos industries (pour tourner à 100 pour cent): %.2f.\nEn cas de pénurie, nous convertirons du pétrole (ratio: %.2f).;Al momento, produciamo %.2f di materiali rari al giorno.\nPer lavorare a pieno regime, le nostre industrie necessitano quotidianamente del %.2f di materiali rari.\nQualora le risorse dovessero scarseggiare, possiamo convertire il petrolio con un rapporto di %.2f;Producimos %.2f de materiales raros día.\nNuestras industrias necesitan %.2f de materiales raros al día para trabajar a pleno rendimiento.\nSi se agotan, se obtendrán del petróleo en proporción de %.2f.;Wir produzieren momentan %.2f seltenes Material.\nUnsere Industrie erfordert %.2f seltenes Material pro Tag um mit maximaler Leistung zu arbeiten.\nWenn kein seltenes Material mehr vorhanden ist, dann wird Öl mit einer Ratio von %.2f konvertiert;Produkujemy %.2f materia³ów rzadkich dziennie. Nasz przemys³ wymaga %.2f do pracy z pe³n¹ wydajnoœci¹. Je¿eli ich zabraknie, zostan¹ wyprodukowane z ropy z wydajnoœci¹ %.2f.;;;;;x
RES_DRO;Daily Change: %.2f;Modification journalière: %.2f;Cambiamento giornaliero: %.2f;Variación diaria: %.2f;Tägliche Veränderung: %.2f;Dzienna zmiana: %.2f;;;;;x,,,,,,,,
RES_DRO_PROD;\n Home Produced: %.2f;\n Fait maison: %.2f;\n Produzione interna: %.2f;\n Producción en patria: %.2f;\n Eigenproduktion: %.2f;\n Produkcja w³asna: %.2f;;;;;x,,,,,,,,
RES_DRO_TRADE_IN;\n Traded For: %.2f;\n Achat: %.2f;\n In cambio di: %.2f;\n Entrada por comercio: %.2f;\n Importiert: %.2f;\n Nabyte:%.2f;;;;;x,,,,,,,,
RES_DRO_PUPPET;\n From Puppets: %.2f;\n Provenant d’États fantoches: %.2f;\n Da parte di nazioni fantoccio: %.2f;\n De títeres: %.2f;\n Von Marionettenstaaten: %.2f;\n Z pañstw satelickich: %.2f;;;;;x,,,,,,,,
RES_DRO_CONVOY_IN;\n Convoyed In: %.2f;\n Convoyage à: %.2f;\n Spedito in: %.2f;\n Entrada por convoyes: %.2f;\n Per Konvoi gebracht: %.2f;\n Sprowadzone w konwojach: %.2f;;;;;x,,,,,,,,
RES_DRO_CONVERTED;\n Converted: %.2f;\n Conversion: %.2f;\n Riconvertito: %.2f;\n Por conversión: %.2f;\n Konvertiert %.2f;\n Skonwertowane: %.2f;;;;;x,,,,,,,,
RES_DRO_TRADE_OUT;\n Traded Away: %.2f;\n Vente: %.2f;\n Scambiato: %.2f;\n Salida por comercio: %.2f;\n Exportiert %.2f;\n Sprzedane: %.2f;;;;;x,,,,,,,,
RES_DRO_CONVOY_OUT;\n Convoyed Out: %.2f;\n Convoyage vers: %.2f;\n Spedito all’esterno: %.2f;\n Salida por convoyes: %.2f;\n Per Konvoi weggebracht: %.2f;\n Wywiezione w konwojach: %.2f;;;;;x,,,,,,,,
RES_DRO_MASTER;\n To Master: %.2f;\n Vers maître: %.2f;\n Imparare alla perfezione: %.2f;\n Para el amo: %.2f;\n Zum Meister: %.2f;\n Dla pañstwa dominuj¹cego: %.2f;;;;;x,,,,,,,,,,
RES_DRO_USAGE;\n Usage: %.2f;\n Consommation: %.2f;\n Utilizzo: %.2f;\n Uso: %.2f;\n Verbraucht: %.2f;\n Zu¿ycie: %.2f;;;;;x,,,,,,,,,,
RES_DRO_ALLIED_USAGE;\n Allied Usage: %.2f;\n Consommation Alliés: %.2f;\n Utilizzo alleato: %.2f;\n Uso de los aliados: %.2f;\n Verbraucht von Verbündeten: %.2f;\n Zu¿ycie sojusznicze: %.2f;;;;;x,,,,,,,,,,
RES_OFFMAP; Off-map Production: %.2f; Production hors carte : %.2f; Produzione fuori-mappa: %.2f; Producción fuera del mapa: %.2f;Produktion außerhalb der Karte: %.2f; Produkcja poza map¹: %.2f;;;;;x,,,,,,,,,,
ENERGY_DRO;We are currently producing %.2f energy each day.\nOur industries require %.2f energy daily to work at maximum capacity.;Production quotidienne de l'énergie: %.2f.\nConsommation journalière de nos industries (pour tourner à 100 pour cent): %.2f.;Al momento, produciamo %.2f di energia al giorno.\nPer funzionare a pieno regime, le nostre industrie necessitano di %.2f di energia al giorno.;Producimos %.2f de energía cada día.\nNuestras industrias necesitan %.2f de energía al día para trabajar a pleno rendimiento.;Wir produzieren momentan täglich %.2f Energie.\nUnsere Industrien benötigen täglich %.2f Energie, um mit maximaler Leistung zu arbeiten.;Wytwarzamy obecnie %.2f energii dziennie.\nNasz przemys³ potrzebuje %.2f do pracy z maksymaln¹ wydajnoœci¹. ;;;;;x,,,,,,,
SUPPLIES_DRO;We are currently producing %.2f supplies each day.\nOur troops need %.2f supplies each day.;Production quotidienne de ravitaillement: %.2f.\nConsommation journalière (forces armées): %.2f.;Al momento, produciamo %.2f di rifornimenti al giorno.\nLe nostre truppe ne utilizzano quotidianamente %.2f.;Producimos %.2f de suministros cada día.\nNuestras tropas necesitan %.2f de suministros al día.;Wir produzieren momentan täglich%.2f Nachschub.\nUnsere Streitkräfte verbrauchen täglich %.2f Nachschub.;Produkujemy %.2f jednostek zaopatrzenia. Dziennie nasi ¿o³nierze potrzebuj¹ %.2f.;;;;;x,,,,,,,,,
IC_DRO;Industrial Capacity (IC) is the production capacity of your industries. Base IC is the amount of IC in your provinces. Available IC is the base total modified by technology, ministers, etc. Wasted IC is the amount allocated in excess of need. Each IC needs 2 Energy, 1 Metal and 1/2 Rare Material every day.\n   Wasted IC: %d. Available IC: %d. Base IC: %d.\n;Les Points de production (PP) représentent la capacité totale de vos industries. Les PP de base sont le montant total de PP dans vos provinces. Les PP disponibles représentent le total modifié. Les PP gâchés correspondent à une affectation excédentaire sur certains types de production. Consommation journalière des PP : 2 Energies 1 Acier et ½ Matériau précieux.\n   PP gâchés : %d. PP disponibles : %d. PP de base : %d.\n;La Produttività Industriale (PI) rappresenta il potenziale totale delle tue industrie. La PI di base è la quantità totale di PI nelle tue province. La PI disponibile rappresenta il totale modificato, mentre la PI inutilizzata viene assegnata a certi tipi di produzione aggiuntiva. Per ogni punto di PI ne occorrono ogni giorno 2 di Energia, 1 di Metalli e 1/2 di Materiali rari.\n   PI inutilizzata: %d. PI disponibile: %d. PI di base: %d.\n;La capacidad industrial (CI) es la capacidad total de tus industrias. La CI básica es la cantidad total de CI que hay en tus provincias. La CI disponible es el total modificado. La CI desperdiciada es la sobreasignada a ciertos tipos de producción. Cada CI necesita 2 de energía, 1 de metal y 1/2 de materiales raros al día.\n   CI desperdiciada: %d. CI disponible: %d. CI básica: %d.\n;Die Industriekapazität (IK) gibt die gesamte Stärke unserer Industrie wieder. Die Basis-IK bezeichnet die gesamte Menge an IK in Ihrem Land. Die verfügbare IK bezeichnet den Anteil der Gesamtmenge. IK wird verschwendet, wenn verschiedenen Produktionstypen zuviel zugewiesen worden wurde.\n1 IK benötigt 2 Energie, 1 Metall und 0,5 seltenes Material pro Tag.\nVerbraucht/Verfügbar/Basis-IK: %d / %d / %d\n;Potencja³ przemys³owy (PP) to wartoœæ okreœlaj¹ca ca³kowit¹ produkcjê Twoich fabryk. Bazowy PP to iloœæ PP wygenerowana we wszystkich Twoich prowincjach. Dostêpny PP zliczany jest z modyfikatorami.  Niewykorzystany PP jest przeznaczany w nadmiarze do niektórych typów produkcji. Ka¿da jednostka PP wymaga 2 j. energii, 1 j. stali i 1/2 j. materia³ów rzadkich dziennie.\n Niewykorzystany PP: %d. Dostêpny PP: %d. Bazowy PP: %d.\n;;;;;X
ROL_IC_BASE;\n  Base IC: %d;\n  PP de base: %d;\n  PI di base: %d;\n  CI básica: %d;\n  Basis-IK: %d;\n Bazowy PP: %d;;;;;X,,,,,,,,,,
ROL_IC_MINISTER;\n  Minister Effect: %.1f (%.f\%%);\n  Conséquence ministre: %.1f (%.f\%%);\n  Effetti del ministro: %.1f (%.f\%%);\n  Efecto por ministro: %.1f (%.f\%%);\n Minister-Auswirkung: %.1f (%.f\%%);\n Wp³yw ministra: %.1f (%.f\%%);;;;;X,,,,,,,,,,
ROL_IC_DISSENT;\n  Partisan Effect:%.1f (%.f\%%);\n  Conséquence partisan:%.1f (%.f\%%);\n  Effetti dei partigiani:%.1f (%.f\%%);\n  Efecto por partisanos: %.1f (%.f\%%);\n Partisanen-Auswirkung: %.1f (%.f\%%);\n Wp³yw partyzantów: %.1f (%.f\%%);;;;;X,,,,,,,,,,
ROL_IC_POLICY;\n  Policy Effect: %.1f (%.f\%%);\n  Conséquence politique: %.1f (%.f\%%);\n  Effetti della politica: %.1f (%.f\%%);\n  Efecto por política: %.1f (%.f\%%);\n Politik-Auswirkung: %.1f (%.f\%%);\n Wp³yw polityki wewn.: %.1f (%.f\%%);;;;;X,,,,,,,,,,
ROL_IC_TECH;\n  Tech Effect: %.1f (%.f\%%);\n  Conséquence technique: %.1f (%.f\%%);\n  Effetti della tecnologia: %.1f (%.f\%%);\n  Efecto por tecnología: %.1f (%.f\%%);\n Tech-Auswirkung: %.1f (%.f\%%);\n Wp³yw technologii: %.1f (%.f\%%);;;;;X,,,,,,,,,,
ROL_IC_DIFF;\n  Difficulty Effect: %.1f (%.f\%%);\n  Conséquence difficulté: %.1f (%.f\%%);\n  Effetti della difficoltà: %.1f (%.f\%%);\n  Efecto por dificultad: %.1f (%.f\%%);\n Schwierigkeitsgrad: %.1f (%.f\%%);\n Wp³yw poziomu trudnoœci: %.1f (%.f\%%);;;;;X,,,,,,,,,,
ROL_IC_PEACETIME;\n  Peacetime Effect: %.1f (%.f\%%);\n  Conséquence temps de paix: %.1f (%.f\%%);\n  Effetti della pace: %.1f (%.f\%%);\n  Efecto por paz: %.1f (%.f\%%);\n Frieden: %.1f (%.f\%%);\n Wp³yw pokoju: %.1f (%.f\%%);;;;;X,,,,,,,,,,
ROL_IC_RESOURCE;\n  Resource Lack Effect: %.1f (%.f\%%);\n  Conséquence pénurie de ressources: %.1f (%.f\%%);\n  Effetti della carenza di risorse: %.1f (%.f\%%);\n  Efecto por paz: %.1f (%.f\%%);\n Ressourcenmangel: %.1f (%.f\%%);\n Wp³yw braków surowcowych: %.1f (%.f\%%);;;;;X,,,,,,,,,,
ROL_IC_SUM;\n== Available IC: %d;\n== PP disponibles: %d;\n== PI disponibile: %d;\n== CI disponible: %d;\n== Verfügbare IK: %d;\n == Dostêpny PP: %d;;;;;X,,,,,,,,,,
DAILY_DISSENT;Our dissent will change by %.2f percent each day.;Evolution: %.2f pour cent /jour.;Il dissenso cambierà del %.2f per cento al giorno.;Nuestra disensión cambiará en un %.2f por ciento al día.;Die Unruhe verändert sich täglich um %.2f Prozent.;Niezadowolenie zmienia siê o %.2f dziennie.;;;;;x,,,,,,,,,,,,,,
TC_DRO;Transport Capacity (TC) represents trucks, trains and river barges. When available TC is overloaded, divisions move and regain organization more slowly. TC is a direct function of IC - each point of IC gives you %.1f TC.\n   Used TC: %d. Available TC: %d.\n;La Capacité de transport (CT) représente des choses comme les camions, trains et péniches. Quand la TC est surchargée, les divisions se déplacent plus lentement et récupèrent leur niveau d’organisation plus doucement. La CT est une fonction directe des PP – chaque point de PP vous donne %.1f CT.\n   CT utilisées: %d. CT disponibles: %d.\n;La Capacità di trasporto (CT) rappresenta mezzi quali autocarri, treni e chiatte fluviali. Quando la CT è sovraccarica, la divisione comincia a spostarsi più lentamente e a recuperare la propria organizzazione meno velocemente. La CT è funzione diretta della PI – ogni punto di PI conferisce %.1f di CT.\n   CT utilizzata: %d. CT disponibile: %d.\n;La capacidad de transporte (CT) representa cosas como camiones, trenes y barcazas. Cuando la CT disponible esté sobrecargada, las divisiones empezarán a moverse y recuperar organización más lentamente. La CT es una función directa de la CI: cada punto de CI te da %.1f de CT.\n CT utilizada:   %d. CT disponible: %d.\n;Die Transportkapazität bezeichnet Dinge wie LKWs, Züge und Flussschiffe. Wenn die verfügbare TK überfordert ist, dann werden die einzelnen Divisionen immer langsamer und die Organisation kehrt ebenfalls langsamer zurück. TK ist eine direkte Funktion der IK - jeder Punkt IK gibt Ihnen %.1f TK.\n  Verwendete TK: %d. Freie TK: %d.\n;Zdolnoœæ transportowa (ZT) reprezentuje mo¿liwoœci przewozu ludzi i towarów za pomoc¹ ciê¿arówek, poci¹gów i statków. Kiedy dostêpna ZT jest wykorzystana ponad mo¿liwoœci, dywizje poruszaj¹ siê wolniej, wolniej te¿ odzyskuj¹ zorganizowanie. ZT jest zale¿ne od PP, ka¿da jednostka PP daje %.1f ZT. U¿ywana ZT: %d. Dostêpna ZT: %d.\n;;;;;x
ROL_TC_SUPPLY;\n  Fuel and Supply Transportation: %.2f;\n  Transport carburant et approvisionnement: %.2f;\n  Trasporto carburante e rifornimenti: %.2f;\n  Transporte de combustible y suministros: %.2f;\n Treibstoff und Nachschubtransport: %.2f;\n Transport paliwa i zaopatrzenia: %.2f;;;;;X,,,,,,,,,,,,,,
ROL_TC_OCCUPIED;\n  Occupied Territory Maintenance: %.2f;\n  Maintenance territoire occupé: %.2f;\n  Difesa dei territori occupati: %.2f;\n  Mantenimiento de territorios ocupados: %.2f;\n Versorgung des besetzten Territoriums: %.2f;\n Utrzymanie terytoriów okupowanych: %.2f;;;;;X,,,,,,,,,,,,,,
ROL_TC_UNDEP;\n  Redeployment Load: %.2f;\n  CT utilisée pour redéploiement: %.2f;\n  Carico ri-schieramento: %.2f;\n  Carga por traslados: %.2f;\n Strategische Verlegung: %.2f;\n Koszt dyslokacji: %.2f;;;;;X,,,,,,,,,,,,,,
ROL_TC_PARTISANS;\n  Partisan Activity: %.2f;\n  Activités partisanes: %.2f;\n  Attività partigiana: %.2f;\n  Actividad partisana: %.2f;\n Partisanenaktivität: %.2f;\n Aktywnoœæ partyzancka: %.2f;;;;;X,,,,,,,,,,,,,,
ROL_TC_EFF;\n== Current supply efficiency: %.2f\%%;\n== Efficacité approvisionnement actuel: %.2f\%%;\n== Attuale efficienza dei rifornimenti: %.2f\%%;\n== Eficacia actual del suministro: %.2f\%%;\n== Aktuelle Versorgungseffizienz: %.2f\%%;\n== Aktualna wydajnoœæ zaopatrzenia:  %.2f\%%;;;;;x,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,
FUELPROBLEM;These units lack fuel, so they can't move.;Ces unités ne sont pas ravitaillées en carburant et sont donc clouées sur place.;Queste unità sono a corto di carburante e non possono muoversi.;Estas unidades no tienen comb., y no pueden moverse.;Diesen Einheiten fehlt Treibstoff, deshalb können sie sich nicht bewegen.;Tym jednostkom brakuje paliwa, wiêc nie mog¹ siê poruszaæ.;;;;;X,,,,,,,,,,
OUTOFRANGE;This is beyond the range of these units.;Cette destination est hors de portée de ces unités.;Al di fuori della portata di queste unità.;Eso está fuera del alcance de estas unidades.;Dies ist außerhalb der Reichweite dieser Einheiten.;Cel znajduje siê poza zasiêgiem jednostek.;;;;;x,,,,,,,,,,,,,,
RANGE_INFO;%s\n(Distance %.f km, Range %.fkm);%s\n(Distance %.f km. Rayon d'action %.fkm);%s\n(Distanza %.f km - Portata %.f km);%s\n(a %.f km, r. de acción de %.f km);%s\n(Distanz %.f km, Reichweite %.fkm);%s\n(Odleg³oœæ %.f km, Zasiêg %.fkm);;;;;x,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,
##;;;;;;;;;;;x,,,,,,,,,,,,,,
########################################;;;;;;;;;;;X,,,,,,,,,,,,,,
# Production Menu;;;;;;;;;;;X,,,,,,,,,,,,,,
########################################;;;;;;;;;;;X,,,,,,,,,,,,,,
CONVOYINFO1;Convoys Running: %d/%d.;Convois actifs: %d/%d.;Convogli in viaggio: %d/%d.;Convoyes en marcha: %d/%d;Konvois unterwegs: %d/%d.;Konwojów w trasie: %d/%d.;;;;;X
CONVOYINFO2;%d transports / %d escorts.;%d cargos / %d bâtiments d'escorte.;%d trasporti / %d scorte.;%d transportes / %d escoltas.;%d Transporter / %d Eskorten.;%d transportowców / %d eskorty.;;;;;X
CONVOYBUTTON;Manage Convoys;Organiser des convois;Gestisci i convogli;Gest. convoyes;Konvois verwalten;Zarz¹dzaj konwojami;;;;;X
MARKETBUTTON;Trade on World Market;Marché mondial;Commercia sul mercato mondiale;Comerc. mercado mundial;Handel auf dem Weltmarkt;Handel na rynku œwiatowym;;;;;x
WORLDMARKET;World Market;Marché mondial;Mercato mondiale;Mercado mundial;Weltmarkt;Rynek œwiatowy;;;;;x
TRADEOFFER;Make Trade Offer;Faire une offre;Fai un'offerta commerciale;Oferta de interc.;Handelsangebot unterbreiten;Z³ó¿ ofertê;;;;;x
IWM_FOR;FOR;POUR;PER ;POR;FÜR;ZA;;;;;x
IWM_OIL;Oil;Pétrole;Petrolio;Petróleo;Öl;Ropa;;;;;x
IWM_ENERGY;Energy;Energie;Energia;Energía;Energie;Energia;;;;;x
IWM_METAL;Metal;Acier;Acciaio;Metal;Metall;Stal;;;;;x
IWM_RARE_MATERIALS;Rare Materials;Matériaux précieux;Materiali rari;Materiales raros;Seltenes Material;Materia³y rzadkie;;;;;x
IWM_TRADING;%d %s for %d %s.;%d %s pour %d %s.;%d %s per %d %s.;%d %s por %d %s.;%d %s für %d %s.;%d %s za %d %s.;;;;;x
IWM_AMOUNT;Amount;Montant;Quantità;Cant.;Menge;Iloœæ;;;;;x
IWM_PRICE;Ratio;Ratio;Rapporto;Prop.;Rate;Wspó³czynnik;;;;;x
CREATE_DEAL;Offer Deal;Proposer l'offre;Offri;Ofr. trato;Abkommen anbieten;Zaproponuj wymianê;;;;;x
CANCEL_DEAL;Cancel Deal;Retirer l'offre;Annulla;Canc. trato;Abkommen auflösen;Anuluj wymianê;;;;;x
CONVOY_BUT_IRO;Click here to manage your convoys: shipping resources from colonies to the motherland and sending supplies to expeditionary forces.;Cliquez ici pour organiser vos convois, importer des ressources depuis vos colonies et ravitailler vos forces expéditionnaires.;Clicca per gestire i tuoi convogli di risorse, trasportare merci dalle colonie alla città madre e inviare rifornimenti alle forze di spedizione.;Haz clic aquí para gestionar tus convoyes de materias primas, fletar barcos desde las colonias a la metrópoli y enviar suministros a las fuerzas expedicionarias.;Klicken Sie hier, um Ihre Ressourcen-Konvois zu verwalten, die Güter aus Kolonien zum Mutterland schicken und Nachschub zu den Expeditionstruppen bringen.;Kliknij tutaj, aby zarz¹dzaæ konwojami z zaopatrzeniem, przekazywaniem towarów z kolonii do macierzystego pañstwa i zaopatrzeniem si³ ekspedycyjnych.;;;;;x
MARKET_BUT_IRO;Click here to access the world market, where you can set up trade deals to gain resources you lack.;Cliquez ici pour accéder au marché mondial, où vous pourrez conclure des accords vous permettant d'obtenir les ressources qui vous manquent.;Clicca per accedere al mercato mondiale, dove puoi stipulare accordi commerciali per rifornirti delle risorse di cui scarseggi.;Haz clic aquí para acceder al mercado mundial, donde podrás hacer acuerdos de intercambio de los recursos que necesites.;Klicken Sie hier, um den Weltmarkt aufzurufen. Dort können Sie Handelsabkommen abschließen, um mangelnde Ressourcen aufzustocken.;Kliknij tutaj, aby handlowaæ na rynku œwiatowym. Umo¿liwi Ci to zakup surowców deficytowych.;;;;;x
PROD_NEED;Need %.2f;Nécessite: %.2f;Necessiti di %.2f;Se necesita: %.2f;Bedarf %.2f;Potrzeba %.2f;;;;;x,,,,,,,
SLIDER_PRODUCTION;This slider allocates IC to the production of military units.;Cette barre coulissante attribue des PP à la production d’unités militaires.;Questa barra a scorrimento assegna PI alla produzione di unità militari.;Este control deslizante destina CI a la producción de unidades militares.;Dieser Schieber weist der Produktion von Militäreinheiten IK zu.;Ten suwak przydziela PP na potrzeby produkcji jednostek wojskowych.;;;;;x,,,,,,,
SLIDER_CONSUMER;This slider allocates IC to the production of consumer goods.;Cette barre coulissante attribue des PP à la production de biens de consommation.;Questa barra a scorrimento assegna PI alla produzione di Beni di consumo.;Este control deslizante destina CI a la producción de bienes de consumo.;Dieser Schieber weist der Produktion von Konsumgütern IK zu.;Ten suwak przydziela PP do produkcji dóbr konsumpcyjnych.;;;;;x,,,,,,,
SLIDER_SUPPLIES;This slider allocates IC to the production of supplies.;Cette barre coulissante attribue des PP à la production d’approvisionnements.;Questa barra a scorrimento assegna PI alla produzione di Rifornimenti.;Este control deslizante destina CI a la producción de suministros.;Dieser Schieber weist der Produktion von Nachschubgütern IK zu.;Ten suwak przydziela PP do produkcji zaopatrzenia.;;;;;x,,,,,,,
SLIDER_REINFORCEMENT;This slider allocates IC to reinforcement and repair of damaged units.;Cette barre coulissante attribue des PP au blindage et à la réparation d’unités endommagées.;Questa barra a scorrimento assegna PI ai rinforzi e alle riparazioni delle unità danneggiate.;Este control deslizante destina CI al refuerzo y la reparación de unidades dañadas.;Dieser Schieber weist der Verstärkung und der Reparatur beschädigter Einheiten IK zu.;Ten suwak przydziela PP na potrzeby uzupe³nienia i naprawy uszkodzonych jednostek;;;;;x,,,,,,,
SLIDER_UPGRADE;This slider allocates IC to upgrading air and land divisions with new equipment.;Cette barre coulissante attribue des PP à l’amélioration des divisions aériennes et terrestres dont l’équipement est ancien.;Questa barra a scorrimento assegna PI al potenziamento delle divisioni aeree e terrestri con equipaggiamento obsoleto.;Este control deslizante destina CI a modernizar unidades terrestres y navales de equipamiento obsoleto.;Dieser Schieber weist den Luft-/Bodeneinheiten IK zu.;Ten suwak przydziela PP na potrzeby modernizacji starego sprzêtu wojskowego.;;;;;x,,,,,,,
IWP_NOT_ALLOWED;We do not have the necessary technology.;Nous n’avons pas la technologie nécessaire.;Non possediamo la tecnologia necessaria.;No tenemos la tecnología necesaria.;Wir verfügen nicht über die erforderliche Technologie.;Nie znamy wymaganej technologii.;;;;;X,,,,,,,
DEL_SLIDER_CONSUMER;Daily Money: %+.2f\n - From Industries: %+.2f\n - Research Cost: %+.2f\n - Trade: %+.2f\nDaily Dissent Progress: %+.2f\n;Argent quotidien: %+.2f\n – Des industries : %+.2f\n – Frais de recherche: %+.2f\n – Echange: %+.2f\nProgrès instabilité quotidienne : %+.2f\n;Denaro giornaliero: %+.2f\n - Dalle industrie: %+.2f\n - Costo della ricerca: %+.2f\n - Commercio: %+.2f\nSviluppo giornaliero del dissenso: %+.2f\n;Dinero diario: %+.2f\n - De industrias: %+.2f\n - Gasto en investigación: %+.2f\n - Comercio: %+.2f\nAumento diario de disensión: %+.2f\n;Tägliches Geld: %+.2f\n - Von Industrien: %+.2f\n - Forschungskosten: %+.2f\n - Handel: %+.2f\nUnruhe ändert sich um: %+.2f\n;Dzienny dochód: %+.2f\n – z przemys³u: %+.2f\n – koszt badañ naukowych: %+.2f\n - handel: %+.2f\ndzienna zmiana niezadowolenia: %+.2f\n;;;;;x,,,,,,,
