PROV248;Pinsk;Pinsk;Pinsk;Pinsk;Pinsk;Pinsk;Pinsk;Pinsk;;;X
PROV249;Sarny;Sarny;Sarny;Sarny;Sarny;Sarny;Sarny;Sarny;;;X
PROV250;Lomza;Lomza;Lomza;Lomza;Lomza;Â£omÂ¿a;Lomza;Lomza;;;X
PROV251;Nowogrodek;Nowogrodek;Nowogrodek;Nowogrodek;Nowogrodek;Nowogrodek;Nowogrodek;Nowogrodek;;;X
PROV252;Suwalki;Suwalki;Suwalki;Suwalki;Suwalki;SuwaÂ³ki;Suwalki;Suwalki;;;X
PROV253;Wolkowysk;Wolkowysk;Wolkowysk;Wolkowysk;Wolkowysk;Wolkowysk;Wolkowysk;Wolkowysk;;;X
PROV254;Bialystok;Bialystok;Bialystok;Bialistok;Bialystok;BiaÂ³ystok;Bialystok;Bialystok;;;X
PROV255;Grodno;Grodno;Grodno;Grodno;Grodno;Grodno;Grodno;Grodno;;;X
PROV256;Vilejka;Vilejka;Vilejka;Vilejka;Vilejka;Vilejka;Vilejka;Vilejka;;;X
PROV257;Glebokie;Glebokie;Glebokie;Glebokie;Glebokie;GÂ³Ãªbokie;Glebokie;Glebokie;;;X
PROV258;Wilno;Wilno;Wilno;Wilno;Wilno;Wilno;Wilno;Wilno;;;X
PROV259;Siauliai;Siauliai;Siauliai;Siauliai;Siauliai;Siauliai;Siauliai;Siauliai;;;X
PROV260;Panevezys;Panevezys;Panevezys;Panevezys;Panevezys;Panevezys;Panevezys;Panevezys;;;X
PROV261;Memel;Memel;Memel;Memel;Memel;Memel;Memel;Memel;;;X
PROV262;Kaunas;Kaunas;Kaunas;Kaunas;Kaunas;Kaunas;Kaunas;Kaunas;;;X
PROV263;Alytus;Alytus;Alytus;Alytus;Alytus;Alytus;Alytus;Alytus;;;X
PROV264;Riga;Riga;Riga;Riga;Riga;Riga;Riga;Riga;;;X
PROV265;Valmiera;Valmiera;Valmiera;Valmiera;Valmiera;Valmiera;Valmiera;Valmiera;;;X
PROV266;Daugavpils;Daugavpils;Daugavpils;Daugavpils;Daugavpils;Daugavpils;Daugavpils;Daugavpils;;;X
PROV267;Jekabpils;Jekabpils;Jekabpils;Jekabpils;Jekabpils;Jekabpils;Jekabpils;Jekabpils;;;X
PROV268;Liepaja;Liepaja;Liepaja;Liepaja;Liepaja;Liepaja;Liepaja;Liepaja;;;X
PROV269;Jelgava;Jelgava;Jelgava;Jelgava;Jelgava;Jelgava;Jelgava;Jelgava;;;X
PROV270;Tallinn;Tallinn;Tallinn;Tallin;Tallinn;Tallinn;Tallinn;Tallinn;;;X
PROV271;Parnu;Parnu;Parnu;Parnu;Parnu;Parnu;Parnu;Parnu;;;X
PROV272;Tartu;Tartu;Tartu;Tartu;Tartu;Tartu;Tartu;Tartu;;;X
PROV273;Voru;Voru;Voru;Voru;Voru;Voru;Voru;Voru;;;X
PROV274;Narva;Narva;Narva;Narva;Narva;Narva;Narva;Narva;;;X
PROV275;Kuressaare;Kuressaare;Kuressaare;Kuressaare;Kuressaare;Kuressaare;Kuressaare;Kuressaare;;;X
PROV276;Zalaegerszeg;Zalaegerszeg;Zalaegerszeg;Zalaegerszeg;Zalaegerszeg;Zalaegerszeg;Zalaegerszeg;Zalaegerszeg;;;X
PROV277;Pecs;Pecs;Pecs;Pecs;Pecs;Pecs;Pecs;Pecs;;;X
PROV278;Szekesfehervar;Szekesfehervar;Szekesfehervar;Székesfehérvár;Szekesfehervar;Szekesfehervar;Szekesfehervar;Szekesfehervar;;;X
PROV279;Gyor;Gyor;Gyor;Gyor;Gyor;Gyor;Gyor;Gyor;;;X
PROV280;Szeged;Szeged;Szeged;Szeged;Szeged;Szeged;Szeged;Szeged;;;X
PROV281;Debrecen;Debrecen;Debrecen;Debrecen;Debrecen;Debrecen;Debrecen;Debrecen;;;X
PROV282;Miskolc;Miskolc;Miskolc;Miskolc;Miskolc;Miskolc;Miskolc;Miskolc;;;X
PROV283;Bekescsaba;Bekescsaba;Bekescsaba;Békéscsaba;Bekescsaba;Bekescsaba;Bekescsaba;Bekescsaba;;;X
PROV284;Budapest;Budapest;Budapest;Budapest;Budapest;Budapest;Budapest;Budapest;;;X
PROV285;Timisoara;Timisoara;Timisoara;Timisoara;Timisoara;Timisoara;Timisoara;Timisoara;;;X
PROV286;Arad;Arad;Arad;Arad;Arad;Arad;Arad;Arad;;;X
PROV287;Turda;Turda;Turda;Turda;Turda;Turda;Turda;Turda;;;X
PROV288;Cluj;Cluj;Cluj;Cluj;Cluj;Cluj;Cluj;Cluj;;;X
PROV289;Alba Iulia;Alba Iulia;Alba Iulia;Alba Iulia;Alba Iulia;Alba Iulia;Alba Iulia;Alba Iulia;;;X
PROV290;Store Belt;Store Belt;Store Belt;Store Belt;Store Belt;Store Belt;Store Belt;Store Belt;;;X
PROV291;Sibiu;Sibiu;Sibiu;Sibiu;Sibiu;Sibiu;Sibiu;Sibiu;;;X
PROV292;Bistrita;Bistrita;Bistrita;Bistreta;Bistrita;Bistrita;Bistrita;Bistrita;;;X
PROV293;Miercurea Ciuc;Miercurea Ciuc;Miercurea Ciuc;Miercurea Ciuc;Miercurea Ciuc;Miercurea Ciuc;Miercurea Ciuc;Miercurea Ciuc;;;X
PROV294;Copenhagen;Copenhagen;Copenhagen;Copenhague;Copenhagen;Copenhagen;Copenhagen;Copenhagen;;;X
PROV295;Resita;Resita;Resita;Resita;Resita;Resita;Resita;Resita;;;X
PROV296;Oradea;Oradea;Oradea;Oradea;Oradea;Oradea;Oradea;Oradea;;;X
PROV297;Iasi;Iasi;Iasi;Iasi;Iasi;Iasi;Iasi;Iasi;;;X
PROV298;Galati;Galati;Galati;Galati;Galati;Galati;Galati;Galati;;;X
PROV299;Bacau;Bacau;Bacau;Bacau;Bacau;Bacau;Bacau;Bacau;;;X
PROV300;Cernauti;Cernauti;Cernauti;Cernauti;Cernauti;Cernauti;Cernauti;Cernauti;;;X
PROV301;Suceava;Suceava;Suceava;Suceava;Suceava;Suceava;Suceava;Suceava;;;X
PROV302;Hotin;Hotin;Hotin;Hotin;Hotin;Hotin;Hotin;Hotin;;;X
PROV303;Balti;Balti;Balti;Balti;Balti;Balti;Balti;Balti;;;X
PROV304;Chisinau;Chisinau;Chisinau;Chisinau;Chisinau;Chisinau;Chisinau;Chisinau;;;X
PROV305;Cahul;Cahul;Cahul;Cahul;Cahul;Cahul;Cahul;Cahul;;;X
PROV306;Ismail;Ismail;Ismail;Ismail;Ismail;Ismail;Ismail;Ismail;;;X
PROV307;Dobrich;Dobrich;Dobrich;Dobrich;Dobrich;Dobrich;Dobrich;Dobrich;;;X
PROV308;Giurgiu;Giurgiu;Giurgiu;Giurgiu;Giurgiu;Giurgiu;Giurgiu;Giurgiu;;;X
PROV309;Braila;Braila;Braila;Braila;Braila;Braila;Braila;Braila;;;X
PROV310;Constantza;Constantza;Constantza;Constanza;Constantza;Constantza;Constantza;Constantza;;;X
PROV311;Ploesti;Ploesti;Ploesti;Ploesti;Ploesti;Ploesti;Ploesti;Ploesti;;;X
PROV312;Turnu Severin;Turnu Severin;Turnu Severin;Turnu Severin;Turnu Severin;Turnu Severin;Turnu Severin;Turnu Severin;;;X
PROV313;Sulina;Sulina;Sulina;Sulina;Sulina;Sulina;Sulina;Sulina;;;X
PROV314;Calarasi;Calarasi;Calarasi;Calarasi;Calarasi;Calarasi;Calarasi;Calarasi;;;X
PROV315;Craiova;Craiova;Craiova;Craiova;Craiova;Craiova;Craiova;Craiova;;;X
PROV316;Bucharest;Bucharest;Bucharest;Bucarest;Bucharest;Bucharest;Bucharest;Bucharest;;;X
PROV317;Ruse;Ruse;Ruse;Ruse;Ruse;Ruse;Ruse;Ruse;;;X
PROV318;Vidin;Vidin;Vidin;Vidin;Vidin;Vidin;Vidin;Vidin;;;X
PROV319;Haskovo;Haskovo;Haskovo;Haskovo;Haskovo;Haskovo;Haskovo;Haskovo;;;X
PROV320;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;;;X
PROV321;Sofia;Sofia;Sofia;Sofía;Sofia;Sofia;Sofia;Sofia;;;X
PROV322;Gabrovo;Gabrovo;Gabrovo;Gabrovo;Gabrovo;Gabrovo;Gabrovo;Gabrovo;;;X
PROV323;Pleven;Pleven;Pleven;Pleven;Pleven;Pleven;Pleven;Pleven;;;X
PROV324;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Plovdiv;;;X
PROV325;Burgas;Burgas;Burgas;Burgas;Burgas;Burgas;Burgas;Burgas;;;X
PROV326;Varna;Varna;Varna;Varna;Varna;Varna;Varna;Varna;;;X
PROV327;Krusevac;Krusevac;Krusevac;Krusevac;Krusevac;Krusevac;Krusevac;Krusevac;;;X
PROV328;Kumanovo;Kumanovo;Kumanovo;Kumanovo;Kumanovo;Kumanovo;Kumanovo;Kumanovo;;;X
PROV329;Pristina;Pristina;Pristina;Pristina;Pristina;Pristina;Pristina;Pristina;;;X
PROV330;Nis;Nis;Nis;Nis;Nis;Nis;Nis;Nis;;;X
PROV331;Pirot;Pirot;Pirot;Pirot;Pirot;Pirot;Pirot;Pirot;;;X
PROV332;Cetinje;Cetinje;Cetinje;Cetinje;Cetinje;Cetinje;Cetinje;Cetinje;;;X
PROV333;Skopje;Skopje;Skopje;Skopje;Skopje;Skopje;Skopje;Skopje;;;X
PROV334;Tetovo;Tetovo;Tetovo;Tetovo;Tetovo;Tetovo;Tetovo;Tetovo;;;X
PROV335;Prijepolje;Prijepolje;Prijepolje;Prijepolje;Prijepolje;Prijepolje;Prijepolje;Prijepolje;;;X
PROV336;Petrovgrad;Petrovgrad;Petrovgrad;Petrogrado;Petrovgrad;Petrovgrad;Petrovgrad;Petrovgrad;;;X
PROV337;Ruma;Ruma;Ruma;Ruma;Ruma;Ruma;Ruma;Ruma;;;X
PROV338;Belgrade;Belgrade;Belgrade;Belgrado;Belgrade;Belgrade;Belgrade;Belgrade;;;X
PROV339;Bor;Bor;Bor;Bor;Bor;Bor;Bor;Bor;;;X
PROV340;Sabac;Sabac;Sabac;Sabac;Sabac;Sabac;Sabac;Sabac;;;X
PROV341;Novi Sad;Novi Sad;Novi Sad;Novi Sad;Novi Sad;Novi Sad;Novi Sad;Novi Sad;;;X
PROV342;Uzice;Uzice;Uzice;Uzice;Uzice;Uzice;Uzice;Uzice;;;X
PROV343;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;;;X
PROV344;Osijek;Osijek;Osijek;Osijek;Osijek;Osijek;Osijek;Osijek;;;X
PROV345;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Bjelovar;;;X
PROV346;Maribor;Maribor;Maribor;Maribor;Maribor;Maribor;Maribor;Maribor;;;X
PROV347;Karlovac;Karlovac;Karlovac;Karlovac;Karlovac;Karlovac;Karlovac;Karlovac;;;X
PROV348;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;;;X
PROV349;Ljubljana;Ljubljana;Ljubljana;Ljubljana;Ljubljana;Ljubljana;Ljubljana;Ljubljana;;;X
PROV350;Split;Split;Split;Split;Split;Split;Split;Split;;;X
PROV351;Knin;Knin;Knin;Knin;Knin;Knin;Knin;Knin;;;X
PROV352;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;;;X
PROV353;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;;;X
PROV354;Tuzla;Tuzla;Tuzla;Tuzla;Tuzla;Tuzla;Tuzla;Tuzla;;;X
PROV355;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Sarajevo;;;X
PROV356;Mostar;Mostar;Mostar;Mostar;Mostar;Mostar;Mostar;Mostar;;;X
PROV357;Bihac;Bihac;Bihac;Bihac;Bihac;Bihac;Bihac;Bihac;;;X
PROV358;Travnik;Travnik;Travnik;Travnik;Travnik;Travnik;Travnik;Travnik;;;X
PROV359;Tirana;Tirana;Tirana;Tirana;Tirana;Tirana;Tirana;Tirana;;;X
PROV360;Korce;Korce;Korce;Korce;Korce;Korce;Korce;Korce;;;X
PROV361;Shkoder;Shkoder;Shkoder;Shkoder;Shkoder;Shkoder;Shkoder;Shkoder;;;X
PROV362;Vlore;Vlore;Vlore;Vlore;Vlore;Vlore;Vlore;Vlore;;;X
PROV363;Xanthi;Xanthi;Xanthi;Xanthi;Xanthi;Xanthi;Xanthi;Xanthi;;;X
PROV364;Kavala;Kavala;Kavala;Kavala;Kavala;Kavala;Kavala;Kavala;;;X
PROV365;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;;;X
PROV366;Kozani;Kozani;Kozani;Kozáni;Kozani;Kozani;Kozani;Kozani;;;X
PROV367;Ioannina;Ioannina;Ioannina;Ioánnina;Ioannina;Ioannina;Ioannina;Ioannina;;;X
PROV368;Larissa;Larissa;Larissa;Larissa;Larissa;Larissa;Larissa;Larissa;;;X
PROV369;Metsovo;Metsovo;Metsovo;Metsovo;Metsovo;Metsovo;Metsovo;Metsovo;;;X
PROV370;Alexandroupoli;Alexandroupoli;Alexandroupoli;Alexandroupoli;Alexandroupoli;Alexandroupoli;Alexandroupoli;Alexandroupoli;;;X
PROV371;Kerkyra;Kerkyra;Kerkyra;Kerkyra;Kerkyra;Kerkyra;Kerkyra;Kerkyra;;;X
PROV372;Patra;Patra;Patra;Patra;Patra;Patra;Patra;Patra;;;X
PROV373;Corinth;Corinth;Corinth;Corinth;Corinth;Corinth;Corinth;Corinth;;;X
PROV374;Chalcis;Chalcis;Chalcis;Chalcis;Chalcis;Chalcis;Chalcis;Chalcis;;;X
PROV375;Levadhia;Levadhia;Levadhia;Levadhia;Levadhia;Levadhia;Levadhia;Levadhia;;;X
PROV376;Agrinion;Agrinion;Agrinion;Agrinion;Agrinion;Agrinion;Agrinion;Agrinion;;;X
PROV377;Athens;Athens;Athens;Athens;Athens;Athens;Athens;Athens;;;X
PROV378;Kalymnos;Kalymnos;Kalymnos;Kalymnos;Kalymnos;Kalymnos;Kalymnos;Kalymnos;;;X
PROV379;Rodos;Rodos;Rodos;Rodos;Rodos;Rodos;Rodos;Rodos;;;X
PROV380;Sitia;Sitia;Sitia;Sitia;Sitia;Sitia;Sitia;Sitia;;;X
PROV381;Ermoupoli;Ermoupoli;Ermoupoli;Ermoúpolis;Ermoupoli;Ermoupoli;Ermoupoli;Ermoupoli;;;X
PROV382;Irakleio;Irakleio;Irakleio;Irakleio;Irakleio;Irakleio;Irakleio;Irakleio;;;X
PROV383;Mytilene;Mytilene;Mytilene;Mytilene;Mytilene;Mytilene;Mytilene;Mytilene;;;X
PROV384;Gallipoli;Gallipoli;Gallipoli;Gallipoli;Gallipoli;Gallipoli;Gallipoli;Gallipoli;;;X
PROV385;Adrianople;Adrianople;Adrianople;Adrianople;Adrianople;Adrianople;Adrianople;Adrianople;;;X
PROV386;Kars;Kars;Kars;Kars;Kars;Kars;Kars;Kars;;;X
PROV387;Famagusta;Famagusta;Famagusta;Famagusta;Famagusta;Famagusta;Famagusta;Famagusta;;;X
PROV388;Nicosia;Nicosia;Nicosia;Nicosia;Nicosia;Nicosia;Nicosia;Nicosia;;;X
PROV389;Zurich;Zurich;Zurich;Zúrich;Zurich;Zurich;Zurich;Zurich;;;X
PROV390;Lugano;Lugano;Lugano;Lugano;Lugano;Lugano;Lugano;Lugano;;;X
PROV391;Geneva;Geneva;Geneva;Génova;Geneva;Geneva;Geneva;Geneva;;;X
PROV392;Bern;Bern;Bern;Bern;Bern;Bern;Bern;Bern;;;X
PROV393;Brescia;Brescia;Brescia;Brescia;Brescia;Brescia;Brescia;Brescia;;;X
PROV394;Belluno;Belluno;Belluno;Belluno;Belluno;Belluno;Belluno;Belluno;;;X
PROV395;Bergamo;Bergamo;Bergamo;Bérgamo;Bergamo;Bergamo;Bergamo;Bergamo;;;X
PROV396;Genoa;Genoa;Genoa;Genoa;Genoa;Genoa;Genoa;Genoa;;;X
PROV397;Sea of Marmara;Sea of Marmara;Sea of Marmara;Mar de Marmara;Sea of Marmara;Sea of Marmara;Sea of Marmara;Sea of Marmara;;;X
PROV398;Turin;Turin;Turin;Turín;Turin;Turin;Turin;Turin;;;X
PROV399;Alessandria;Alessandria;Alessandria;Alessandria;Alessandria;Alessandria;Alessandria;Alessandria;;;X
PROV400;Venice;Venice;Venice;Venecia;Venice;Venice;Venice;Venice;;;X
PROV401;Trento;Trento;Trento;Trento;Trento;Trento;Trento;Trento;;;X
PROV402;Bolzano;Bolzano;Bolzano;Bolzano;Bolzano;Bolzano;Bolzano;Bolzano;;;X
PROV403;Capodistria;Capodistria;Capodistria;Capodistria;Capodistria;Capodistria;Capodistria;Capodistria;;;X
PROV404;Trieste;Trieste;Trieste;Trieste;Trieste;Trieste;Trieste;Trieste;;;X
PROV405;Udine;Udine;Udine;Udine;Udine;Udine;Udine;Udine;;;X
PROV406;Pola;Pola;Pola;Pola;Pola;Pola;Pola;Pola;;;X
PROV407;Milan;Milan;Milan;Milán;Milan;Milan;Milan;Milan;;;X
PROV408;Parma;Parma;Parma;Parma;Parma;Parma;Parma;Parma;;;X
PROV409;Istanbul;Istanbul;Istanbul;Estambul;Istanbul;Istanbul;Istanbul;Istanbul;;;X
PROV410;Florence;Florence;Florence;Florencia;Florence;Florence;Florence;Florence;;;X
PROV411;Bologna;Bologna;Bologna;Bolonia;Bologna;Bologna;Bologna;Bologna;;;X
PROV412;Ancona;Ancona;Ancona;Ancona;Ancona;Ancona;Ancona;Ancona;;;X
PROV413;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;;;X
PROV414;Perugia;Perugia;Perugia;Perugia;Perugia;Perugia;Perugia;Perugia;;;X
PROV415;Pescara;Pescara;Pescara;Pescara;Pescara;Pescara;Pescara;Pescara;;;X
PROV416;Anzio;Anzio;Anzio;Anzio;Anzio;Anzio;Anzio;Anzio;;;X
PROV417;Cassino;Cassino;Cassino;Cassino;Cassino;Cassino;Cassino;Cassino;;;X
PROV418;Gaeta;Gaeta;Gaeta;Gaeta;Gaeta;Gaeta;Gaeta;Gaeta;;;X
PROV419;Rome;Rome;Rome;Roma;Rome;Rome;Rome;Rome;;;X
PROV420;Foggia;Foggia;Foggia;Foggia;Foggia;Foggia;Foggia;Foggia;;;X
PROV421;Naples;Naples;Naples;Nápoles;Naples;Naples;Naples;Naples;;;X
PROV422;Taranto;Taranto;Taranto;Taranto;Taranto;Taranto;Taranto;Taranto;;;X
PROV423;Campobasso;Campobasso;Campobasso;Campobasso;Campobasso;Campobasso;Campobasso;Campobasso;;;X
PROV424;Potenza;Potenza;Potenza;Potenza;Potenza;Potenza;Potenza;Potenza;;;X
PROV425;Reggio Calabria;Reggio Calabria;Reggio Calabria;Reggio Calabria;Reggio Calabria;Reggio Calabria;Reggio Calabria;Reggio Calabria;;;X
PROV426;Bari;Bari;Bari;Bari;Bari;Bari;Bari;Bari;;;X
PROV427;Salerno;Salerno;Salerno;Salerno;Salerno;Salerno;Salerno;Salerno;;;X
PROV428;Cosenza;Cosenza;Cosenza;Cosenza;Cosenza;Cosenza;Cosenza;Cosenza;;;X
PROV429;Malta;Malta;Malta;Malta;Malta;Malta;Malta;Malta;;;X
PROV430;Palermo;Palermo;Palermo;Palermo;Palermo;Palermo;Palermo;Palermo;;;X
PROV431;Messina;Messina;Messina;Messina;Messina;Messina;Messina;Messina;;;X
PROV432;Catania;Catania;Catania;Catania;Catania;Catania;Catania;Catania;;;X
PROV433;Siracuse;Siracuse;Siracuse;Siracusa;Siracuse;Siracuse;Siracuse;Siracuse;;;X
PROV434;Cagliari;Cagliari;Cagliari;Cagliari;Cagliari;Cagliari;Cagliari;Cagliari;;;X
PROV435;Sassari;Sassari;Sassari;Sassari;Sassari;Sassari;Sassari;Sassari;;;X
PROV436;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;;;X
PROV437;Gerona;Gerona;Gerona;Gerona;Gerona;Gerona;Gerona;Gerona;;;X
PROV438;Huesca;Huesca;Huesca;Huesca;Huesca;Huesca;Huesca;Huesca;;;X
PROV439;Lerida;Lerida;Lerida;Lérida;Lerida;Lerida;Lerida;Lerida;;;X
PROV440;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;;;X
PROV441;Coruna;Coruna;Coruna;La Coruña;Coruna;Coruna;Coruna;Coruna;;;X
PROV442;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Zaragoza;;;X
PROV443;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;;;X
PROV444;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;;;X
PROV445;Santander;Santander;Santander;Santander;Santander;Santander;Santander;Santander;;;X
PROV446;Pamplona;Pamplona;Pamplona;Pamplona;Pamplona;Pamplona;Pamplona;Pamplona;;;X
PROV447;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;;;X
PROV448;Leon;Leon;Leon;León;Leon;Leon;Leon;Leon;;;X
PROV449;Vigo;Vigo;Vigo;Vigo;Vigo;Vigo;Vigo;Vigo;;;X
PROV450;Plasencia;Plasencia;Plasencia;Plasencia;Plasencia;Plasencia;Plasencia;Plasencia;;;X
PROV451;Burgos;Burgos;Burgos;Burgos;Burgos;Burgos;Burgos;Burgos;;;X
PROV452;Segovia;Segovia;Segovia;Segovia;Segovia;Segovia;Segovia;Segovia;;;X
PROV453;Caceres;Caceres;Caceres;Cáceres;Caceres;Caceres;Caceres;Caceres;;;X
PROV454;Tarancon;Tarancon;Tarancon;Tarancon;Tarancon;Tarancon;Tarancon;Tarancon;;;X
PROV455;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;;;X
PROV456;Soria;Soria;Soria;Soria;Soria;Soria;Soria;Soria;;;X
PROV457;Toledo;Toledo;Toledo;Toledo;Toledo;Toledo;Toledo;Toledo;;;X
PROV458;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;;;X
PROV459;Teruel;Teruel;Teruel;Teruel;Teruel;Teruel;Teruel;Teruel;;;X
PROV460;Madrid;Madrid;Madrid;Madrid;Madrid;Madrid;Madrid;Madrid;;;X
PROV461;Castellon de la Plana;Castellon de la Plana;Castellon de la Plana;Castellón de la Plana;Castellon de la Plana;Castellon de la Plana;Castellon de la Plana;Castellon de la Plana;;;X
PROV462;Alicante;Alicante;Alicante;Alicante;Alicante;Alicante;Alicante;Alicante;;;X
PROV463;Murcia;Murcia;Murcia;Murcia;Murcia;Murcia;Murcia;Murcia;;;X
PROV464;Valencia;Valencia;Valencia;Valencia;Valencia;Valencia;Valencia;Valencia;;;X
PROV465;Albacete;Albacete;Albacete;Albacete;Albacete;Albacete;Albacete;Albacete;;;X
PROV466;Jaen;Jaen;Jaen;Jaén;Jaen;Jaen;Jaen;Jaen;;;X
PROV467;Cordoba;Cordoba;Cordoba;Córdoba;Cordoba;Cordoba;Cordoba;Cordoba;;;X
PROV468;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;;;X
PROV469;Almeria;Almeria;Almeria;Almería;Almeria;Almeria;Almeria;Almeria;;;X
PROV470;Granada;Granada;Granada;Granada;Granada;Granada;Granada;Granada;;;X
PROV471;Malaga;Malaga;Malaga;Málaga;Malaga;Malaga;Malaga;Malaga;;;X
PROV472;Huelva;Huelva;Huelva;Huelva;Huelva;Huelva;Huelva;Huelva;;;X
PROV473;Cadiz;Cadiz;Cadiz;Cádiz;Cadiz;Cadiz;Cadiz;Cadiz;;;X
PROV474;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;;;X
PROV475;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;;;X
PROV476;Lisbon;Lisbon;Lisbon;Lisboa;Lisbon;Lisbon;Lisbon;Lisbon;;;X
PROV477;Setubal;Setubal;Setubal;Setúbal;Setubal;Setubal;Setubal;Setubal;;;X
PROV478;Beja;Beja;Beja;Beja;Beja;Beja;Beja;Beja;;;X
PROV479;Coimbra;Coimbra;Coimbra;Coímbra;Coimbra;Coimbra;Coimbra;Coimbra;;;X
PROV480;Evora;Evora;Evora;Évora;Evora;Evora;Evora;Evora;;;X
PROV481;Porto;Porto;Porto;Porto;Porto;Porto;Porto;Porto;;;X
PROV482;Covilha;Covilha;Covilha;Covilha;Covilha;Covilha;Covilha;Covilha;;;X
PROV483;Oslo;Oslo;Oslo;Oslo;Oslo;Oslo;Oslo;Oslo;;;X
PROV484;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;;;X
PROV485;Kristiansand;Kristiansand;Kristiansand;Kristiansand;Kristiansand;Kristiansand;Kristiansand;Kristiansand;;;X
PROV486;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;;;X
PROV487;Stavanger;Stavanger;Stavanger;Stavanger;Stavanger;Stavanger;Stavanger;Stavanger;;;X
PROV488;Bergen;Bergen;Bergen;Bergen;Bergen;Bergen;Bergen;Bergen;;;X
PROV489;Hamar;Hamar;Hamar;Hamar;Hamar;Hamar;Hamar;Hamar;;;X
PROV490;Andalsnes;Andalsnes;Andalsnes;Andalsnes;Andalsnes;Andalsnes;Andalsnes;Andalsnes;;;X
PROV491;Alesund;Alesund;Alesund;Alesund;Alesund;Alesund;Alesund;Alesund;;;X
PROV492;Lillehammer;Lillehammer;Lillehammer;Lillehammer;Lillehammer;Lillehammer;Lillehammer;Lillehammer;;;X
PROV493;Trondheim;Trondheim;Trondheim;Trondheim;Trondheim;Trondheim;Trondheim;Trondheim;;;X
PROV494;Bodo;Bodo;Bodo;Bodo;Bodo;Bodo;Bodo;Bodo;;;X
PROV495;Narvik;Narvik;Narvik;Narvik;Narvik;Narvik;Narvik;Narvik;;;X
PROV496;Alta;Alta;Alta;Alta;Alta;Alta;Alta;Alta;;;X
PROV497;Tromso;Tromso;Tromso;Tromso;Tromso;Tromso;Tromso;Tromso;;;X
PROV498;Pavlodar;Pavlodar;Pavlodar;Pavlodar;Pavlodar;Pavlodar;Pavlodar;Pavlodar;;;X
PROV499;Ekibastuz;Ekibastuz;Ekibastuz;Ekibastuz;Ekibastuz;Ekibastuz;Ekibastuz;Ekibastuz;;;X
PROV500;Balkhash;Balkhash;Balkhash;Balkhash;Balkhash;Balkhash;Balkhash;Balkhash;;;X
PROV501;Kokchetav;Kokchetav;Kokchetav;Kokchetav;Kokchetav;Kokchetav;Kokchetav;Kokchetav;;;X
PROV502;Akmolinsk;Akmolinsk;Akmolinsk;Akmolinsk;Akmolinsk;Akmolinsk;Akmolinsk;Akmolinsk;;;X
PROV503;Karaganda;Karaganda;Karaganda;Karaganda;Karaganda;Karaganda;Karaganda;Karaganda;;;X
PROV504;Alma-Ata;Alma-Ata;Alma-Ata;Alma-Ata;Alma-Ata;Alma-Ata;Alma-Ata;Alma-Ata;;;X
PROV505;Sar;Sar;Sar;Sar;Sar;Sar;Sar;Sar;;;X
